,name,scan_day,operator
39366,"Natural History Museum Library, London",2008-07-17,2
39367,"Natural History Museum Library, London",2008-07-18,1
39368,"Natural History Museum Library, London",2008-07-21,1
39369,"Natural History Museum Library, London",2008-07-24,1
39370,"Natural History Museum Library, London",2008-07-25,1
39371,"Natural History Museum Library, London",2008-07-29,2
39372,"Natural History Museum Library, London",2008-07-31,1
39373,"Natural History Museum Library, London",2008-08-01,1
39374,"Natural History Museum Library, London",2008-08-04,2
39375,"Natural History Museum Library, London",2008-08-05,2
39376,"Natural History Museum Library, London",2008-08-07,1
39377,"Natural History Museum Library, London",2008-08-11,1
39378,"Natural History Museum Library, London",2008-08-13,1
39379,"Natural History Museum Library, London",2008-08-14,1
39380,"Natural History Museum Library, London",2008-08-15,1
39381,"Natural History Museum Library, London",2008-08-18,1
39382,"Natural History Museum Library, London",2008-08-19,1
39383,"Natural History Museum Library, London",2008-08-20,1
39384,"Natural History Museum Library, London",2008-08-22,1
39385,"Natural History Museum Library, London",2008-08-28,2
39386,"Natural History Museum Library, London",2008-09-01,1
39387,"Natural History Museum Library, London",2008-09-02,1
39388,"Natural History Museum Library, London",2008-09-10,1
39389,"Natural History Museum Library, London",2008-09-11,1
39390,"Natural History Museum Library, London",2008-09-22,1
39391,"Natural History Museum Library, London",2008-09-23,1
39392,"Natural History Museum Library, London",2008-09-24,1
39393,"Natural History Museum Library, London",2008-09-25,1
39394,"Natural History Museum Library, London",2008-09-26,2
39395,"Natural History Museum Library, London",2008-09-30,1
39396,"Natural History Museum Library, London",2008-10-01,1
39397,"Natural History Museum Library, London",2008-10-02,1
39398,"Natural History Museum Library, London",2008-10-03,1
39399,"Natural History Museum Library, London",2008-10-07,1
39400,"Natural History Museum Library, London",2008-10-13,1
39401,"Natural History Museum Library, London",2008-10-14,1
39402,"Natural History Museum Library, London",2008-10-15,1
39403,"Natural History Museum Library, London",2008-10-16,1
39404,"Natural History Museum Library, London",2008-10-17,1
39405,"Natural History Museum Library, London",2008-10-20,1
39406,"Natural History Museum Library, London",2008-10-21,1
39407,"Natural History Museum Library, London",2008-10-23,1
39408,"Natural History Museum Library, London",2008-10-27,1
39409,"Natural History Museum Library, London",2008-10-28,1
39410,"Natural History Museum Library, London",2008-10-29,1
39411,"Natural History Museum Library, London",2008-10-30,1
39412,"Natural History Museum Library, London",2008-10-31,1
39413,"Natural History Museum Library, London",2008-11-05,1
39414,"Natural History Museum Library, London",2008-11-06,1
39415,"Natural History Museum Library, London",2008-11-07,1
39416,"Natural History Museum Library, London",2008-11-10,1
39417,"Natural History Museum Library, London",2008-11-11,1
39418,"Natural History Museum Library, London",2008-11-12,1
39419,"Natural History Museum Library, London",2008-11-13,1
39420,"Natural History Museum Library, London",2008-11-17,1
39421,"Natural History Museum Library, London",2008-11-18,2
39422,"Natural History Museum Library, London",2008-11-19,1
39423,"Natural History Museum Library, London",2008-11-21,1
39424,"Natural History Museum Library, London",2008-11-25,1
39425,"Natural History Museum Library, London",2008-11-27,1
39426,"Natural History Museum Library, London",2008-12-05,1
39427,"Natural History Museum Library, London",2008-12-08,2
39428,"Natural History Museum Library, London",2008-12-10,1
39429,"Natural History Museum Library, London",2008-12-15,1
39430,"Natural History Museum Library, London",2008-12-16,1
39431,"Natural History Museum Library, London",2008-12-18,1
39432,"Natural History Museum Library, London",2008-12-22,1
39433,"Natural History Museum Library, London",2008-12-23,2
39434,"Natural History Museum Library, London",2009-01-07,1
39435,"Natural History Museum Library, London",2009-01-09,1
39436,"Natural History Museum Library, London",2009-01-22,1
39437,"Natural History Museum Library, London",2009-01-26,1
39438,"Natural History Museum Library, London",2009-01-27,1
39439,"Natural History Museum Library, London",2009-01-28,1
39440,"Natural History Museum Library, London",2009-01-29,1
39441,"Natural History Museum Library, London",2009-02-06,1
39442,"Natural History Museum Library, London",2009-02-11,1
39443,"Natural History Museum Library, London",2009-02-18,1
39444,"Natural History Museum Library, London",2009-02-23,1
39445,"Natural History Museum Library, London",2009-02-25,1
39446,"Natural History Museum Library, London",2009-02-26,1
39447,"Natural History Museum Library, London",2009-03-02,1
39448,"Natural History Museum Library, London",2009-03-03,1
39449,"Natural History Museum Library, London",2009-03-09,1
39450,"Natural History Museum Library, London",2009-03-10,1
39451,"Natural History Museum Library, London",2009-03-25,1
39452,"Natural History Museum Library, London",2009-03-27,1
39453,"Natural History Museum Library, London",2009-04-03,1
39454,"Natural History Museum Library, London",2009-04-06,1
39455,"Natural History Museum Library, London",2009-04-07,1
39456,"Natural History Museum Library, London",2009-04-08,1
39457,"Natural History Museum Library, London",2009-04-14,1
39458,"Natural History Museum Library, London",2009-04-15,1
39459,"Natural History Museum Library, London",2009-04-20,1
39460,"Natural History Museum Library, London",2009-04-22,1
39461,"Natural History Museum Library, London",2009-04-27,2
39462,"Natural History Museum Library, London",2009-04-28,2
39463,"Natural History Museum Library, London",2009-04-29,1
39464,"Natural History Museum Library, London",2009-05-07,1
39465,"Natural History Museum Library, London",2009-05-08,1
39466,"Natural History Museum Library, London",2009-05-11,1
39467,"Natural History Museum Library, London",2009-05-13,1
39468,"Natural History Museum Library, London",2009-05-14,1
39469,"Natural History Museum Library, London",2009-05-15,1
39470,"Natural History Museum Library, London",2009-05-18,1
39471,"Natural History Museum Library, London",2009-05-19,1
39472,"Natural History Museum Library, London",2009-05-21,1
39473,"Natural History Museum Library, London",2009-05-22,1
39474,"Natural History Museum Library, London",2009-05-25,1
39475,"Natural History Museum Library, London",2009-05-26,1
39476,"Natural History Museum Library, London",2009-05-29,1
39477,"Natural History Museum Library, London",2009-06-01,1
39478,"Natural History Museum Library, London",2009-06-02,1
39479,"Natural History Museum Library, London",2009-06-03,1
39480,"Natural History Museum Library, London",2009-06-05,1
39481,"Natural History Museum Library, London",2009-06-08,1
39482,"Natural History Museum Library, London",2009-06-09,1
39483,"Natural History Museum Library, London",2009-06-10,1
39484,"Natural History Museum Library, London",2009-06-16,1
39485,"Natural History Museum Library, London",2009-06-17,1
39486,"Natural History Museum Library, London",2009-06-26,1
39487,"Natural History Museum Library, London",2009-07-02,1
39488,"Natural History Museum Library, London",2009-07-08,1
39489,"Natural History Museum Library, London",2009-07-14,1
39490,"Natural History Museum Library, London",2009-07-15,1
39491,"Natural History Museum Library, London",2009-07-16,1
39492,"Natural History Museum Library, London",2009-07-17,1
39493,"Natural History Museum Library, London",2009-07-21,1
39494,"Natural History Museum Library, London",2009-07-22,1
39495,"Natural History Museum Library, London",2009-07-23,1
39496,"Natural History Museum Library, London",2009-07-24,1
39497,"Natural History Museum Library, London",2009-07-27,1
39498,"Natural History Museum Library, London",2009-07-28,2
39499,"Natural History Museum Library, London",2009-07-29,1
39500,"Natural History Museum Library, London",2009-07-30,1
39501,"Natural History Museum Library, London",2009-08-03,1
39502,"Natural History Museum Library, London",2009-08-05,1
39503,"Natural History Museum Library, London",2009-08-06,1
39504,"Natural History Museum Library, London",2009-08-12,1
39505,"Natural History Museum Library, London",2009-08-13,1
39506,"Natural History Museum Library, London",2009-08-17,1
39507,"Natural History Museum Library, London",2009-08-18,1
39508,"Natural History Museum Library, London",2009-08-20,1
39509,"Natural History Museum Library, London",2009-08-25,1
39510,"Natural History Museum Library, London",2009-08-26,1
39511,"Natural History Museum Library, London",2009-08-27,1
39512,"Natural History Museum Library, London",2009-09-01,1
39513,"Natural History Museum Library, London",2009-09-02,2
39514,"Natural History Museum Library, London",2009-09-03,1
39515,"Natural History Museum Library, London",2009-09-04,1
39516,"Natural History Museum Library, London",2009-09-07,1
39517,"Natural History Museum Library, London",2009-09-09,1
39518,"Natural History Museum Library, London",2009-09-10,1
39519,"Natural History Museum Library, London",2009-09-11,2
39520,"Natural History Museum Library, London",2009-09-14,1
39521,"Natural History Museum Library, London",2009-09-15,1
39522,"Natural History Museum Library, London",2009-09-18,1
39523,"Natural History Museum Library, London",2009-09-21,1
39524,"Natural History Museum Library, London",2009-09-23,1
39525,"Natural History Museum Library, London",2009-09-25,1
39526,"Natural History Museum Library, London",2009-09-28,1
39527,"Natural History Museum Library, London",2009-10-06,1
39528,"Natural History Museum Library, London",2009-10-09,1
39529,"Natural History Museum Library, London",2009-10-19,1
39530,"Natural History Museum Library, London",2009-10-20,1
39531,"Natural History Museum Library, London",2009-10-21,1
39532,"Natural History Museum Library, London",2009-10-22,1
39533,"Natural History Museum Library, London",2009-10-23,1
39534,"Natural History Museum Library, London",2009-10-26,1
39535,"Natural History Museum Library, London",2009-10-27,1
39536,"Natural History Museum Library, London",2009-10-28,1
39537,"Natural History Museum Library, London",2009-11-03,1
39538,"Natural History Museum Library, London",2009-11-04,1
39539,"Natural History Museum Library, London",2009-11-05,1
39540,"Natural History Museum Library, London",2009-11-06,1
39541,"Natural History Museum Library, London",2009-11-09,1
39542,"Natural History Museum Library, London",2009-11-11,1
39543,"Natural History Museum Library, London",2009-11-12,1
39544,"Natural History Museum Library, London",2009-11-19,1
39545,"Natural History Museum Library, London",2009-11-23,1
39546,"Natural History Museum Library, London",2009-11-25,1
39547,"Natural History Museum Library, London",2009-11-27,1
39548,"Natural History Museum Library, London",2009-11-30,1
39549,"Natural History Museum Library, London",2009-12-01,1
39550,"Natural History Museum Library, London",2009-12-02,1
39551,"Natural History Museum Library, London",2009-12-03,1
39552,"Natural History Museum Library, London",2009-12-04,1
39553,"Natural History Museum Library, London",2009-12-08,1
39554,"Natural History Museum Library, London",2009-12-10,1
39555,"Natural History Museum Library, London",2009-12-11,1
39556,"Natural History Museum Library, London",2009-12-14,1
39557,"Natural History Museum Library, London",2009-12-18,1
39558,"Natural History Museum Library, London",2009-12-21,1
39559,"Natural History Museum Library, London",2010-01-04,1
39560,"Natural History Museum Library, London",2010-01-05,1
39561,"Natural History Museum Library, London",2010-01-06,1
39562,"Natural History Museum Library, London",2010-01-07,1
39563,"Natural History Museum Library, London",2010-01-11,1
39564,"Natural History Museum Library, London",2010-01-12,1
39565,"Natural History Museum Library, London",2010-01-13,1
39566,"Natural History Museum Library, London",2010-01-15,1
39567,"Natural History Museum Library, London",2010-01-18,1
39568,"Natural History Museum Library, London",2010-01-19,1
39569,"Natural History Museum Library, London",2010-01-21,1
39570,"Natural History Museum Library, London",2010-01-22,1
39571,"Natural History Museum Library, London",2010-01-29,1
39572,"Natural History Museum Library, London",2010-02-11,1
39573,"Natural History Museum Library, London",2010-02-19,1
39574,"Natural History Museum Library, London",2010-02-24,1
39575,"Natural History Museum Library, London",2010-03-02,1
39576,"Natural History Museum Library, London",2010-03-03,1
39577,"Natural History Museum Library, London",2010-03-12,1
39578,"Natural History Museum Library, London",2010-03-16,1
39579,"Natural History Museum Library, London",2010-03-17,1
39580,"Natural History Museum Library, London",2010-03-18,1
39581,"Natural History Museum Library, London",2010-03-25,1
39582,"Natural History Museum Library, London",2010-03-29,1
39583,"Natural History Museum Library, London",2010-03-30,1
39584,"Natural History Museum Library, London",2010-03-31,1
39585,"Natural History Museum Library, London",2010-04-01,1
39586,"Natural History Museum Library, London",2010-04-07,1
39587,"Natural History Museum Library, London",2010-04-15,1
39588,"Natural History Museum Library, London",2010-05-19,1
39589,"Natural History Museum Library, London",2010-05-20,1
39590,"Natural History Museum Library, London",2010-05-21,1
39591,"Natural History Museum Library, London",2010-05-26,1
39592,"Natural History Museum Library, London",2010-05-27,1
39593,"Natural History Museum Library, London",2010-06-02,1
39594,"Natural History Museum Library, London",2010-06-08,1
39595,"Natural History Museum Library, London",2010-06-14,1
39596,"Natural History Museum Library, London",2010-06-16,1
39597,"Natural History Museum Library, London",2010-06-17,1
39598,"Natural History Museum Library, London",2010-06-22,1
39599,"Natural History Museum Library, London",2010-06-25,1
39600,"Natural History Museum Library, London",2010-06-28,1
39601,"Natural History Museum Library, London",2010-06-29,1
39602,"Natural History Museum Library, London",2010-06-30,1
39603,"Natural History Museum Library, London",2010-07-01,1
39604,"Natural History Museum Library, London",2010-07-02,1
39605,"Natural History Museum Library, London",2010-07-06,1
39606,"Natural History Museum Library, London",2010-07-09,1
39607,"Natural History Museum Library, London",2010-07-16,1
39608,"Natural History Museum Library, London",2010-07-20,1
39609,"Natural History Museum Library, London",2010-07-22,1
39610,"Natural History Museum Library, London",2010-07-29,1
39611,"Natural History Museum Library, London",2010-07-30,1
39612,"Natural History Museum Library, London",2010-08-04,1
39613,"Natural History Museum Library, London",2010-08-06,1
39614,"Natural History Museum Library, London",2010-08-09,1
39615,"Natural History Museum Library, London",2010-08-10,1
39616,"Natural History Museum Library, London",2010-08-11,1
39617,"Natural History Museum Library, London",2010-08-12,1
39618,"Natural History Museum Library, London",2010-08-16,1
39619,"Natural History Museum Library, London",2010-08-17,1
39620,"Natural History Museum Library, London",2010-08-19,1
39621,"Natural History Museum Library, London",2010-08-20,1
39622,"Natural History Museum Library, London",2010-08-25,1
39623,"Natural History Museum Library, London",2010-08-26,1
39624,"Natural History Museum Library, London",2010-08-27,1
39625,"Natural History Museum Library, London",2010-08-31,1
39626,"Natural History Museum Library, London",2010-09-01,1
39627,"Natural History Museum Library, London",2010-09-02,1
39628,"Natural History Museum Library, London",2010-09-07,1
39629,"Natural History Museum Library, London",2010-09-08,1
39630,"Natural History Museum Library, London",2010-09-09,1
39631,"Natural History Museum Library, London",2010-09-10,1
39632,"Natural History Museum Library, London",2010-09-13,1
39633,"Natural History Museum Library, London",2010-09-20,1
39634,"Natural History Museum Library, London",2010-09-21,1
39635,"Natural History Museum Library, London",2010-09-22,1
39636,"Natural History Museum Library, London",2010-09-24,1
39637,"Natural History Museum Library, London",2011-03-02,1
39638,"Natural History Museum Library, London",2011-03-03,1
39639,"Natural History Museum Library, London",2011-03-04,1
39640,"Natural History Museum Library, London",2011-03-07,1
39641,"Natural History Museum Library, London",2011-03-08,1
39642,"Natural History Museum Library, London",2011-03-10,1
39643,"Natural History Museum Library, London",2011-03-11,1
39644,"Natural History Museum Library, London",2011-03-30,1
39645,"Natural History Museum Library, London",2011-04-01,1
39646,"Natural History Museum Library, London",2011-04-04,1
39647,"Natural History Museum Library, London",2011-04-05,1
39648,"Natural History Museum Library, London",2011-04-07,1
39649,"Natural History Museum Library, London",2011-04-12,1
39650,"Natural History Museum Library, London",2011-04-13,1
39651,"Natural History Museum Library, London",2011-04-19,1
39652,"Natural History Museum Library, London",2011-05-03,1
39653,"Natural History Museum Library, London",2011-05-04,1
39654,"Natural History Museum Library, London",2011-05-24,1
39655,"Natural History Museum Library, London",2011-05-31,1
39656,"Natural History Museum Library, London",2011-06-01,1
39657,"Natural History Museum Library, London",2011-06-06,1
39658,"Natural History Museum Library, London",2011-06-07,1
39659,"Natural History Museum Library, London",2011-06-08,1
39660,"Natural History Museum Library, London",2011-06-09,1
39661,"Natural History Museum Library, London",2011-06-10,1
39662,"Natural History Museum Library, London",2011-06-13,1
39663,"Natural History Museum Library, London",2011-06-14,1
39664,"Natural History Museum Library, London",2011-06-22,1
39665,"Natural History Museum Library, London",2011-06-23,1
39666,"Natural History Museum Library, London",2011-06-29,1
39667,"Natural History Museum Library, London",2011-06-30,1
39668,"Natural History Museum Library, London",2011-07-07,1
39669,"Natural History Museum Library, London",2011-07-08,1
39670,"Natural History Museum Library, London",2011-07-11,1
39671,"Natural History Museum Library, London",2011-07-13,1
39672,"Natural History Museum Library, London",2011-07-14,1
39673,"Natural History Museum Library, London",2011-07-28,1
39674,"Natural History Museum Library, London",2011-07-29,1
39675,"Natural History Museum Library, London",2011-08-01,1
39676,"Natural History Museum Library, London",2011-08-02,1
39677,"Natural History Museum Library, London",2011-08-03,1
39678,"Natural History Museum Library, London",2011-08-04,1
39679,"Natural History Museum Library, London",2011-08-09,1
39680,"Natural History Museum Library, London",2011-08-12,1
39681,"Natural History Museum Library, London",2011-08-23,1
39682,"Natural History Museum Library, London",2011-08-24,1
39683,"Natural History Museum Library, London",2011-08-25,1
39684,"Natural History Museum Library, London",2011-08-26,1
39685,"Natural History Museum Library, London",2011-09-09,1
39686,"Natural History Museum Library, London",2011-09-23,1
39687,"Natural History Museum Library, London",2011-09-26,1
39688,"Natural History Museum Library, London",2011-09-27,1
39689,"Natural History Museum Library, London",2011-09-29,1
39690,"Natural History Museum Library, London",2011-10-03,1
39691,"Natural History Museum Library, London",2011-10-04,1
39692,"Natural History Museum Library, London",2011-10-05,1
39693,"Natural History Museum Library, London",2011-10-06,1
39694,"Natural History Museum Library, London",2011-10-07,1
39695,"Natural History Museum Library, London",2011-10-10,1
39696,"Natural History Museum Library, London",2011-10-11,1
39697,"Natural History Museum Library, London",2011-11-07,1
39698,"Natural History Museum Library, London",2011-11-11,1
39699,"Natural History Museum Library, London",2011-11-21,1
39700,"Natural History Museum Library, London",2011-12-02,1
39701,"Natural History Museum Library, London",2011-12-08,1
39702,"Natural History Museum Library, London",2011-12-09,1
39703,"Natural History Museum Library, London",2012-06-18,1
39704,"Natural History Museum Library, London",2012-06-25,1
39705,"Natural History Museum Library, London",2012-07-03,1
39706,"Natural History Museum Library, London",2012-07-10,1
39707,"Natural History Museum Library, London",2012-07-16,1
39708,"Natural History Museum Library, London",2012-07-23,1
39709,"Natural History Museum Library, London",2012-07-24,1
39710,"Natural History Museum Library, London",2012-08-15,1
39711,"Natural History Museum Library, London",2012-08-20,1
39712,"Natural History Museum Library, London",2012-09-10,1
39713,"Natural History Museum Library, London",2012-09-17,1
39714,"Natural History Museum Library, London",2012-09-24,1
39715,"Natural History Museum Library, London",2012-09-25,1
39716,"Natural History Museum Library, London",2012-11-01,1
39717,"Natural History Museum Library, London",2012-11-02,1
39718,"Natural History Museum Library, London",2012-11-06,1
39719,"Natural History Museum Library, London",2012-11-09,1
39720,"Natural History Museum Library, London",2012-11-12,1
39721,"Natural History Museum Library, London",2012-11-13,1
39722,"Natural History Museum Library, London",2012-11-19,1
39723,"Natural History Museum Library, London",2012-11-27,1
39724,"Natural History Museum Library, London",2012-12-17,1
39725,"Natural History Museum Library, London",2013-01-07,1
39726,"Natural History Museum Library, London",2013-01-08,1
39727,"Natural History Museum Library, London",2013-01-22,1
39728,"Natural History Museum Library, London",2013-02-04,1
39729,"Natural History Museum Library, London",2013-03-11,1
39730,"Natural History Museum Library, London",2013-03-13,1
39731,"Natural History Museum Library, London",2013-03-25,1
39732,"Natural History Museum Library, London",2013-03-26,1
39733,"Natural History Museum Library, London",2013-03-27,1
39734,"Natural History Museum Library, London",2013-04-02,1
39735,"Natural History Museum Library, London",2013-04-03,1
39736,"Natural History Museum Library, London",2013-04-23,1
39737,"Natural History Museum Library, London",2013-04-29,1
39738,"Natural History Museum Library, London",2013-04-30,1
39739,"Natural History Museum Library, London",2013-05-07,1
39740,"Natural History Museum Library, London",2013-05-13,1
39741,"Natural History Museum Library, London",2013-05-14,1
39742,"Natural History Museum Library, London",2013-05-20,1
39743,"Natural History Museum Library, London",2013-06-05,1
39744,"Natural History Museum Library, London",2013-06-19,1
39745,"Natural History Museum Library, London",2013-07-19,1
39746,"Natural History Museum Library, London",2013-07-25,1
39747,"Natural History Museum Library, London",2013-07-31,1
39748,"Natural History Museum Library, London",2013-08-15,1
39749,"Natural History Museum Library, London",2013-08-28,1
39750,"Natural History Museum Library, London",2013-08-29,1
39751,"Natural History Museum Library, London",2013-08-30,1
39752,"Natural History Museum Library, London",2013-09-04,1
39753,"Natural History Museum Library, London",2013-09-06,1
39754,"Natural History Museum Library, London",2013-09-20,1
39755,"Natural History Museum Library, London",2013-09-25,1
39756,"Natural History Museum Library, London",2013-09-26,1
39757,"Natural History Museum Library, London",2013-09-27,1
39758,"Natural History Museum Library, London",2013-10-02,1
39759,"Natural History Museum Library, London",2013-10-10,1
39760,"Natural History Museum Library, London",2013-10-23,1
39761,"Natural History Museum Library, London",2013-10-24,1
39762,"Natural History Museum Library, London",2013-10-30,1
39763,"Natural History Museum Library, London",2013-10-31,1
39764,"Natural History Museum Library, London",2013-11-13,1
39765,"Natural History Museum Library, London",2013-11-28,1
39766,"Natural History Museum Library, London",2013-11-29,1
39767,"Natural History Museum Library, London",2013-12-04,1
39768,"Natural History Museum Library, London",2013-12-05,1
39769,"Natural History Museum Library, London",2013-12-06,1
39770,"Natural History Museum Library, London",2013-12-11,1
39771,"Natural History Museum Library, London",2013-12-18,1
39772,"Natural History Museum Library, London",2014-01-08,1
39773,"Natural History Museum Library, London",2014-01-15,1
39774,"Natural History Museum Library, London",2014-01-16,1
39775,"Natural History Museum Library, London",2014-01-17,1
39776,"Natural History Museum Library, London",2014-01-20,2
39777,"Natural History Museum Library, London",2014-01-21,1
39778,"Natural History Museum Library, London",2014-01-23,1
39779,"Natural History Museum Library, London",2014-01-24,1
39780,"Natural History Museum Library, London",2014-01-27,1
39781,"Natural History Museum Library, London",2014-01-30,1
39782,"Natural History Museum Library, London",2014-01-31,1
39783,"Natural History Museum Library, London",2014-02-13,1
39784,"Natural History Museum Library, London",2014-02-17,1
39785,"Natural History Museum Library, London",2014-02-20,1
39786,"Natural History Museum Library, London",2014-02-21,1
39787,"Natural History Museum Library, London",2014-02-24,1
39788,"Natural History Museum Library, London",2014-02-26,1
39789,"Natural History Museum Library, London",2014-02-27,1
39790,"Natural History Museum Library, London",2014-03-06,1
39791,"Natural History Museum Library, London",2014-03-13,1
39792,"Natural History Museum Library, London",2014-03-19,1
39793,"Natural History Museum Library, London",2014-03-20,1
39794,"Natural History Museum Library, London",2014-04-08,1
39795,"Natural History Museum Library, London",2014-04-15,1
39796,"Natural History Museum Library, London",2014-04-16,1
39797,"Natural History Museum Library, London",2014-04-17,1
39798,"Natural History Museum Library, London",2014-04-22,1
39799,"Natural History Museum Library, London",2014-04-23,1
39800,"Natural History Museum Library, London",2014-04-24,1
39801,"Natural History Museum Library, London",2014-04-25,1
39802,"Natural History Museum Library, London",2014-04-28,1
39803,"Natural History Museum Library, London",2014-04-29,1
39804,"Natural History Museum Library, London",2014-04-30,1
39805,"Natural History Museum Library, London",2014-05-02,1
39806,"Natural History Museum Library, London",2014-05-06,1
39807,"Natural History Museum Library, London",2014-05-07,1
39808,"Natural History Museum Library, London",2014-05-08,1
39809,"Natural History Museum Library, London",2014-05-12,1
39810,"Natural History Museum Library, London",2014-05-13,1
39811,"Natural History Museum Library, London",2014-05-14,1
39812,"Natural History Museum Library, London",2014-07-07,1
39813,"Natural History Museum Library, London",2014-07-23,1
39814,"Natural History Museum Library, London",2014-07-25,1
39815,"Natural History Museum Library, London",2014-07-28,1
39816,"Natural History Museum Library, London",2014-07-29,1
39817,"Natural History Museum Library, London",2014-07-30,1
39818,"Natural History Museum Library, London",2014-08-01,1
39819,"Natural History Museum Library, London",2014-08-15,1
39820,"Natural History Museum Library, London",2014-09-01,1
39821,"Natural History Museum Library, London",2014-09-02,1
39822,"Natural History Museum Library, London",2014-09-12,1
39823,"Natural History Museum Library, London",2014-09-15,1
39824,"Natural History Museum Library, London",2014-09-17,1
39825,"Natural History Museum Library, London",2014-09-24,1
39826,"Natural History Museum Library, London",2014-09-25,1
39827,"Natural History Museum Library, London",2014-09-29,1
39828,"Natural History Museum Library, London",2014-09-30,1
39829,"Natural History Museum Library, London",2014-10-06,1
39830,"Natural History Museum Library, London",2014-10-07,1
39831,"Natural History Museum Library, London",2014-10-09,1
39832,"Natural History Museum Library, London",2014-10-10,1
39833,"Natural History Museum Library, London",2014-10-13,1
39834,"Natural History Museum Library, London",2014-10-17,1
39835,"Natural History Museum Library, London",2014-11-04,1
39836,"Natural History Museum Library, London",2014-11-10,1
39837,"Natural History Museum Library, London",2014-11-11,1
39838,"Natural History Museum Library, London",2014-11-17,1
39839,"Natural History Museum Library, London",2014-11-18,1
39840,"Natural History Museum Library, London",2014-11-27,1
39841,"Natural History Museum Library, London",2014-11-28,1
39842,"Natural History Museum Library, London",2014-12-03,1
39843,"Natural History Museum Library, London",2014-12-08,1
39844,"Natural History Museum Library, London",2014-12-16,1
39845,"Natural History Museum Library, London",2014-12-17,1
39846,"Natural History Museum Library, London",2014-12-22,1
39847,"Natural History Museum Library, London",2015-01-16,1
39848,"Natural History Museum Library, London",2015-01-20,1
39849,"Natural History Museum Library, London",2015-01-23,1
39850,"Natural History Museum Library, London",2015-01-26,1
39851,"Natural History Museum Library, London",2015-01-29,1
39852,"Natural History Museum Library, London",2015-02-03,1
39853,"Natural History Museum Library, London",2015-02-05,1
39854,"Natural History Museum Library, London",2015-02-06,1
39855,"Natural History Museum Library, London",2015-02-09,1
39856,"Natural History Museum Library, London",2015-02-11,1
39857,"Natural History Museum Library, London",2015-02-12,1
39858,"Natural History Museum Library, London",2015-02-13,1
39859,"Natural History Museum Library, London",2015-02-16,1
39860,"Natural History Museum Library, London",2015-02-20,1
39861,"Natural History Museum Library, London",2015-02-24,1
39862,"Natural History Museum Library, London",2015-02-27,1
39863,"Natural History Museum Library, London",2015-03-02,2
39864,"Natural History Museum Library, London",2015-03-05,1
39865,"Natural History Museum Library, London",2015-03-10,1
39866,"Natural History Museum Library, London",2015-03-11,1
39867,"Natural History Museum Library, London",2015-03-13,1
39868,"Natural History Museum Library, London",2015-03-19,1
39869,"Natural History Museum Library, London",2015-03-26,1
39870,"Natural History Museum Library, London",2015-03-30,1
39871,"Natural History Museum Library, London",2015-03-31,1
39872,"Natural History Museum Library, London",2015-04-01,1
39873,"Natural History Museum Library, London",2015-04-02,1
39874,"Natural History Museum Library, London",2015-04-07,1
39875,"Natural History Museum Library, London",2015-04-08,1
39876,"Natural History Museum Library, London",2015-04-10,1
39877,"Natural History Museum Library, London",2015-04-14,2
39878,"Natural History Museum Library, London",2015-04-15,1
39879,"Natural History Museum Library, London",2015-04-16,1
39880,"Natural History Museum Library, London",2015-04-24,1
39881,"Natural History Museum Library, London",2015-04-29,1
39882,"Natural History Museum Library, London",2015-05-01,1
39883,"Natural History Museum Library, London",2015-05-07,1
39884,"Natural History Museum Library, London",2015-05-11,1
39885,"Natural History Museum Library, London",2015-05-14,1
39886,"Natural History Museum Library, London",2015-05-15,1
39887,"Natural History Museum Library, London",2015-05-18,1
39888,"Natural History Museum Library, London",2015-05-19,1
39889,"Natural History Museum Library, London",2015-05-20,1
39890,"Natural History Museum Library, London",2015-05-21,1
39891,"Natural History Museum Library, London",2015-05-26,1
39892,"Natural History Museum Library, London",2015-06-01,1
39893,"Natural History Museum Library, London",2015-06-02,1
39894,"Natural History Museum Library, London",2015-06-04,1
39895,"Natural History Museum Library, London",2015-06-05,1
39896,"Natural History Museum Library, London",2015-06-10,1
39897,"Natural History Museum Library, London",2015-06-17,1
39898,"Natural History Museum Library, London",2015-06-18,1
39899,"Natural History Museum Library, London",2015-06-23,1
39900,"Natural History Museum Library, London",2015-07-06,1
39901,"Natural History Museum Library, London",2015-07-07,1
39902,"Natural History Museum Library, London",2015-07-08,1
39903,"Natural History Museum Library, London",2015-07-31,1
39904,"Natural History Museum Library, London",2015-08-05,1
39905,"Natural History Museum Library, London",2015-08-13,1
39906,"Natural History Museum Library, London",2015-08-17,1
39907,"Natural History Museum Library, London",2015-09-11,1
39908,"Natural History Museum Library, London",2015-10-01,1
39909,"Natural History Museum Library, London",2015-10-16,1
39910,"Natural History Museum Library, London",2015-11-04,1
39911,"Natural History Museum Library, London",2015-11-10,1
39912,"Natural History Museum Library, London",2015-11-19,1
39913,"Natural History Museum Library, London",2015-11-20,1
39914,"Natural History Museum Library, London",2015-12-02,1
39915,"Natural History Museum Library, London",2015-12-03,1
39916,"Natural History Museum Library, London",2015-12-04,1
39917,"Natural History Museum Library, London",2015-12-07,1
39918,"Natural History Museum Library, London",2015-12-08,1
39919,"Natural History Museum Library, London",2015-12-09,1
39920,"Natural History Museum Library, London",2015-12-10,2
39921,"Natural History Museum Library, London",2015-12-17,1
39922,"Natural History Museum Library, London",2015-12-18,1
39923,"Natural History Museum Library, London",2015-12-21,1
39924,"Natural History Museum Library, London",2016-01-05,1
