,month_year,center_type,index,name,books_scanned
581,2015-01,bpo,1337,Datum Data Co. Ltd.,1575
582,2015-01,government,9614,British LibraryCalifornia State LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and Archives,4439
583,2015-01,hq,2116,Internt Archive Physical Archive,54
584,2015-01,museum,4272,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",267
585,2015-01,public,3785,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1815
586,2015-02,academic,34658,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of PretoriaUniversity of Toronto",5769
587,2015-02,archive,3352,The Archive of Contemporary Music,9
588,2015-02,bpo,1338,Datum Data Co. Ltd.,1495
589,2015-02,government,9619,British LibraryCalifornia State LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and Archives,3774
590,2015-02,museum,4274,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",277
591,2015-02,public,3788,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1981
592,2015-03,academic,35776,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityCentre for Strategic and International Studies, JakartaDuke UniversityPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of PretoriaUniversity of Toronto",4804
593,2015-03,archive,3353,The Archive of Contemporary Music,31
594,2015-03,bpo,1339,Datum Data Co. Ltd.,3311
595,2015-03,government,9624,British LibraryCalifornia State LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and Archives,4428
596,2015-03,museum,4276,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",359
597,2015-03,public,3791,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2761
598,2015-04,academic,34682,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of PretoriaUniversity of Toronto",8328
599,2015-04,archive,3354,The Archive of Contemporary Music,22
600,2015-04,bpo,3201,Datum Data Co. Ltd.Hong Kong,1552
601,2015-04,government,12856,British LibraryCalifornia State LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4000
602,2015-04,museum,4278,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",324
603,2015-04,public,3794,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2258
604,2015-05,academic,38990,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of Toronto",4198
605,2015-05,archive,3355,The Archive of Contemporary Music,5
606,2015-05,bpo,1341,Datum Data Co. Ltd.,261
607,2015-05,government,12862,British LibraryCalifornia State LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4610
608,2015-05,museum,4280,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",187
609,2015-05,public,3797,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2456
610,2015-06,academic,40110,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityCentre for Strategic and International Studies, JakartaDuke UniversityPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of Toronto",6931
611,2015-06,archive,3356,The Archive of Contemporary Music,5
612,2015-06,bpo,3204,Datum Data Co. Ltd.Hong Kong,502
613,2015-06,government,9639,British LibraryCalifornia State LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and Archives,5240
614,2015-06,museum,4282,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",271
615,2015-06,public,3800,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2978
616,2015-07,academic,36167,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityCentre for Strategic and International Studies, JakartaDuke UniversityPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of Toronto",2848
617,2015-07,archive,281,American Printing House for the Blind,2
618,2015-07,bpo,1343,Datum Data Co. Ltd.,544
619,2015-07,government,11771,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7068
620,2015-07,museum,4284,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",567
621,2015-07,public,3803,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1310
622,2015-08,academic,35071,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of Toronto",3980
623,2015-08,archive,3639,American Printing House for the BlindThe Archive of Contemporary Music,154
624,2015-08,bpo,1344,Datum Data Co. Ltd.,2149
625,2015-08,government,11776,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6294
626,2015-08,museum,4286,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",603
627,2015-08,public,3806,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1465
628,2015-09,academic,36860,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityHarvardPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of Toronto",3929
629,2015-09,archive,3641,American Printing House for the BlindThe Archive of Contemporary Music,24
630,2015-09,bpo,3208,Datum Data Co. Ltd.Hong Kong,3450
631,2015-09,government,8550,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and Archives,5655
632,2015-09,museum,4288,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",479
633,2015-09,public,3809,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2387
634,2015-10,academic,36873,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityHarvardPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of Toronto",2657
635,2015-10,archive,3643,American Printing House for the BlindThe Archive of Contemporary Music,33
636,2015-10,bpo,3210,Datum Data Co. Ltd.Hong Kong,3930
637,2015-10,government,11785,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,8050
638,2015-10,museum,4290,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",621
639,2015-10,public,3812,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1463
640,2015-11,academic,47116,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3153
641,2015-11,archive,3048,American Printing House for the BlindPerkins School for the Blind,5
642,2015-11,bpo,3212,Datum Data Co. Ltd.Hong Kong,3908
643,2015-11,government,11790,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6426
644,2015-11,hq,2003,Internet Archive Headquarters,5
645,2015-11,museum,4292,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",633
646,2015-11,public,3815,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1486
647,2015-12,,194,American Numismatic Society,92
648,2015-12,academic,48240,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityCentre for Strategic and International Studies, JakartaDuke UniversityOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4134
649,2015-12,archive,6410,American Printing House for the BlindPerkins School for the BlindThe Archive of Contemporary Music,21
650,2015-12,bpo,1348,Datum Data Co. Ltd.,4342
651,2015-12,government,11795,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,5052
652,2015-12,hq,2004,Internet Archive Headquarters,9
653,2015-12,museum,4294,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",700
654,2015-12,public,3818,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1549
655,2016-01,,195,American Numismatic Society,250
656,2016-01,academic,48925,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4674
657,2016-01,archive,7985,American Printing House for the BlindFamily Search LibraryPerkins School for the BlindThe Archive of Contemporary Music,42
658,2016-01,bpo,1349,Datum Data Co. Ltd.,3241
659,2016-01,government,11800,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7806
660,2016-01,museum,4296,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",718
661,2016-01,public,3821,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2189
662,2016-02,,196,American Numismatic Society,240
663,2016-02,academic,48774,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4219
664,2016-02,archive,7989,American Printing House for the BlindFamily Search LibraryPerkins School for the BlindThe Archive of Contemporary Music,84
665,2016-02,bpo,3216,Datum Data Co. Ltd.Hong Kong,1351
666,2016-02,government,11805,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,8928
667,2016-02,museum,4298,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",808
668,2016-02,public,3824,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1853
669,2016-03,,197,American Numismatic Society,290
670,2016-03,academic,45957,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoWashington University in St. Louis",5258
671,2016-03,archive,7993,American Printing House for the BlindFamily Search LibraryPerkins School for the BlindThe Archive of Contemporary Music,81
672,2016-03,bpo,1351,Datum Data Co. Ltd.,939
673,2016-03,government,11810,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7435
674,2016-03,museum,4300,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",534
675,2016-03,public,3827,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2184
676,2016-04,,198,American Numismatic Society,384
677,2016-04,academic,50025,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityCalifornia Acaddemy of SciencesDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",6618
678,2016-04,archive,7997,American Printing House for the BlindFamily Search LibraryPerkins School for the BlindThe Archive of Contemporary Music,79
679,2016-04,bpo,1352,Datum Data Co. Ltd.,1
680,2016-04,government,11815,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7058
681,2016-04,museum,4302,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",597
682,2016-04,public,3830,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2168
683,2016-05,,199,American Numismatic Society,278
684,2016-05,academic,55915,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityCalifornia Acaddemy of SciencesDuke UniversityOberlin College LibrariesPrinceton UniversityResearch Institute of Korean StudiesUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",6350
685,2016-05,archive,5232,American Printing House for the BlindFamily Search LibraryThe Archive of Contemporary Music,42
686,2016-05,bpo,1867,Hong Kong,79
687,2016-05,government,11820,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6560
688,2016-05,hq,2117,Internt Archive Physical Archive,51
689,2016-05,museum,4304,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",684
690,2016-05,public,3833,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,3496
691,2016-06,,200,American Numismatic Society,298
692,2016-06,academic,55303,"BYU, Idaho Family History LibraryBYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",5606
693,2016-06,archive,5235,American Printing House for the BlindFamily Search LibraryThe Archive of Contemporary Music,287
694,2016-06,bpo,3221,Datum Data Co. Ltd.Hong Kong,1432
695,2016-06,government,11825,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4500
696,2016-06,hq,2118,Internt Archive Physical Archive,47
697,2016-06,museum,4306,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",634
698,2016-06,public,3836,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2899
699,2016-07,,201,American Numismatic Society,310
700,2016-07,academic,51562,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityResearch Institute of Korean StudiesUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3685
701,2016-07,archive,5238,American Printing House for the BlindFamily Search LibraryThe Archive of Contemporary Music,199
702,2016-07,bpo,3223,Datum Data Co. Ltd.Hong Kong,2456
703,2016-07,government,11830,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,5331
704,2016-07,hq,2119,Internt Archive Physical Archive,37
705,2016-07,museum,6149,"American Museum of Natural HistoryGetty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",550
706,2016-07,public,3839,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,1275
707,2016-08,,202,American Numismatic Society,201
708,2016-08,academic,53293,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3427
709,2016-08,archive,5241,American Printing House for the BlindFamily Search LibraryThe Archive of Contemporary Music,49
710,2016-08,bpo,3225,Datum Data Co. Ltd.Hong Kong,4317
711,2016-08,government,11835,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4594
712,2016-08,museum,5970,"Getty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",755
713,2016-08,public,3842,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2305
714,2016-09,,203,American Numismatic Society,303
715,2016-09,academic,53615,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4563
716,2016-09,archive,8013,American Printing House for the BlindFamily Search LibraryPerkins School for the BlindThe Archive of Contemporary Music,138
717,2016-09,bpo,1871,Hong Kong,292
718,2016-09,government,11840,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,5466
719,2016-09,museum,6156,"American Museum of Natural HistoryGetty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",596
720,2016-09,public,3845,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2435
721,2016-10,,204,American Numismatic Society,173
722,2016-10,academic,48636,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3959
723,2016-10,archive,5247,American Printing House for the BlindFamily Search LibraryThe Archive of Contemporary Music,144
724,2016-10,bpo,3228,Datum Data Co. Ltd.Hong Kong,1999
725,2016-10,government,11845,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7139
726,2016-10,hq,2120,Internt Archive Physical Archive,11
727,2016-10,museum,4498,"American Museum of Natural HistoryGetty Research Institute Valencia WarehouseNatural History Museum Library, London",602
728,2016-10,public,3848,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,4424
729,2016-11,,205,American Numismatic Society,126
730,2016-11,academic,54703,"BYU, ProvoBrown UniversityCalifornia Acaddemy of SciencesDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4804
731,2016-11,archive,3668,American Printing House for the BlindThe Archive of Contemporary Music,78
732,2016-11,bpo,3230,Datum Data Co. Ltd.Hong Kong,3919
733,2016-11,government,11850,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6245
734,2016-11,museum,7152,"American Museum of Natural HistoryGetty Research Institute Valencia WarehouseNatural History Museum Library, LondonNew York Botanical Garden",424
735,2016-11,public,3851,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,4354
736,2016-12,,206,American Numismatic Society,170
737,2016-12,academic,53664,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3282
738,2016-12,archive,6440,American Printing House for the BlindPerkins School for the BlindThe Archive of Contemporary Music,82
739,2016-12,bpo,3232,Datum Data Co. Ltd.Hong Kong,7074
740,2016-12,government,11855,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,3852
741,2016-12,museum,6166,"American Museum of Natural HistoryGetty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",338
742,2016-12,public,3854,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,4059
743,2017-01,,207,American Numismatic Society,225
744,2017-01,academic,53681,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4481
745,2017-01,archive,6443,American Printing House for the BlindPerkins School for the BlindThe Archive of Contemporary Music,157
746,2017-01,bpo,1875,Hong Kong,5671
747,2017-01,government,11860,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,5630
748,2017-01,museum,1899,American Museum of Natural HistoryGetty Research Institute Valencia Warehouse,240
749,2017-01,public,3857,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,7222
750,2017-02,,208,American Numismatic Society,109
751,2017-02,academic,56766,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3110
752,2017-02,archive,6446,American Printing House for the BlindPerkins School for the BlindThe Archive of Contemporary Music,139
753,2017-02,bpo,1876,Hong Kong,5625
754,2017-02,government,11865,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,8529
755,2017-02,museum,6216,American Museum of Natural HistoryGetty Research InstituteGetty Research Institute Valencia WarehouseNew York Botanical Garden,162
756,2017-02,public,3860,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,7771
757,2017-03,,209,American Numismatic Society,203
758,2017-03,academic,56783,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3739
759,2017-03,archive,6449,American Printing House for the BlindPerkins School for the BlindThe Archive of Contemporary Music,82
760,2017-03,bpo,1877,Hong Kong,8836
761,2017-03,government,11870,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7764
762,2017-03,museum,1903,American Museum of Natural HistoryGetty Research Institute Valencia Warehouse,253
763,2017-03,public,3863,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,5695
764,2017-04,,210,American Numismatic Society,126
765,2017-04,academic,58420,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3488
766,2017-04,archive,3076,American Printing House for the BlindPerkins School for the Blind,70
767,2017-04,bpo,3237,Datum Data Co. Ltd.Hong Kong,6799
768,2017-04,government,11875,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7713
769,2017-04,museum,4558,American Museum of Natural HistoryGetty Research Institute Valencia WarehouseNew York Botanical Garden,178
770,2017-04,public,3866,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,5117
771,2017-05,,211,American Numismatic Society,92
772,2017-05,academic,52126,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3801
773,2017-05,archive,4660,American Printing House for the BlindFamily Search LibraryPerkins School for the Blind,208
774,2017-05,bpo,3239,Datum Data Co. Ltd.Hong Kong,7272
775,2017-05,government,11880,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,8134
776,2017-05,museum,7169,"American Museum of Natural HistoryGetty Research Institute Valencia WarehouseNatural History Museum Library, LondonNew York Botanical Garden",360
777,2017-05,public,3869,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,2671
778,2017-06,,212,American Numismatic Society,147
779,2017-06,academic,52142,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4640
780,2017-06,archive,5263,American Printing House for the BlindFamily Search LibraryThe Archive of Contemporary Music,200
781,2017-06,bpo,1880,Hong Kong,6670
782,2017-06,government,11885,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,8502
783,2017-06,hq,2005,Internet Archive Headquarters,1
784,2017-06,museum,4326,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",308
785,2017-06,public,3872,Allen County Public Library Geneaology CenterBoston Public LibrarySan Francisco Public Library,4662
786,2017-07,,213,American Numismatic Society,182
787,2017-07,academic,50756,"BYU, ProvoBrown UniversityDuke UniversityHarvardPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",4669
788,2017-07,archive,3081,American Printing House for the BlindPerkins School for the Blind,126
789,2017-07,bpo,1881,Hong Kong,5771
790,2017-07,government,11890,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7086
791,2017-07,museum,4520,"American Museum of Natural HistoryGetty Research Institute Valencia WarehouseNatural History Museum Library, London",218
792,2017-07,public,831,Allen County Public Library Geneaology CenterBoston Public Library,2358
793,2017-08,,214,American Numismatic Society,146
794,2017-08,academic,46079,"BYU, ProvoBrown UniversityDuke UniversityHarvardPrinceton UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",5178
795,2017-08,archive,1890,American Printing House for the BlindFamily Search Library,73
796,2017-08,bpo,1882,Hong Kong,8020
797,2017-08,government,11895,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,8007
798,2017-08,hq,4140,Internet Archive Sheridan HeadquartersInternt Archive Physical Archive,4
799,2017-08,museum,4330,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",267
800,2017-08,public,833,Allen County Public Library Geneaology CenterBoston Public Library,1963
801,2017-09,,215,American Numismatic Society,95
802,2017-09,academic,47789,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3810
803,2017-09,archive,4669,American Printing House for the BlindFamily Search LibraryPerkins School for the Blind,83
804,2017-09,bpo,1883,Hong Kong,8510
805,2017-09,government,11900,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6310
806,2017-09,hq,2122,Internt Archive Physical Archive,1
807,2017-09,museum,7180,"American Museum of Natural HistoryGetty Research Institute Valencia WarehouseNatural History Museum Library, LondonNew York Botanical Garden",151
808,2017-09,public,835,Allen County Public Library Geneaology CenterBoston Public Library,1310
809,2017-10,,216,American Numismatic Society,152
810,2017-10,academic,56893,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",4327
811,2017-10,archive,4672,American Printing House for the BlindFamily Search LibraryPerkins School for the Blind,66
812,2017-10,bpo,1884,Hong Kong,7080
813,2017-10,government,11905,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6250
814,2017-10,museum,4334,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",185
