,name,month_year,books_scanned,operator,pages_scanned,scans_to_workers,pages_to_workers
3127,Smithsonian Libraries and Archives,2018-01,102,13,38532.0,7.846153846153846,2964.0
3128,Smithsonian Libraries and Archives,2018-02,93,13,33650.0,7.153846153846154,2588.4615384615386
3129,Smithsonian Libraries and Archives,2018-03,109,14,37747.0,7.785714285714286,2696.214285714286
3130,Smithsonian Libraries and Archives,2018-04,152,17,51987.0,8.941176470588236,3058.0588235294117
3131,Smithsonian Libraries and Archives,2018-05,53,9,20070.0,5.888888888888889,2230.0
3132,Smithsonian Libraries and Archives,2018-06,73,6,17002.0,12.166666666666666,2833.6666666666665
3133,Smithsonian Libraries and Archives,2018-07,147,13,29398.0,11.307692307692308,2261.3846153846152
3134,Smithsonian Libraries and Archives,2018-08,94,13,33158.0,7.230769230769231,2550.6153846153848
3135,Smithsonian Libraries and Archives,2018-09,105,14,39102.0,7.5,2793.0
3136,Smithsonian Libraries and Archives,2018-10,126,18,42030.0,7.0,2335.0
3137,Smithsonian Libraries and Archives,2018-11,99,15,34714.0,6.6,2314.266666666667
3138,Smithsonian Libraries and Archives,2018-12,79,10,27818.0,7.9,2781.8
3139,Smithsonian Libraries and Archives,2019-01,5,2,2784.0,2.5,1392.0
3140,Smithsonian Libraries and Archives,2019-02,66,13,28438.0,5.076923076923077,2187.5384615384614
3141,Smithsonian Libraries and Archives,2019-03,91,17,50874.0,5.352941176470588,2992.5882352941176
3142,Smithsonian Libraries and Archives,2019-04,69,12,35444.0,5.75,2953.6666666666665
3143,Smithsonian Libraries and Archives,2019-05,68,14,33920.0,4.857142857142857,2422.8571428571427
3144,Smithsonian Libraries and Archives,2019-06,95,10,34372.0,9.5,3437.2
3145,Smithsonian Libraries and Archives,2019-07,72,11,34044.0,6.545454545454546,3094.909090909091
3146,Smithsonian Libraries and Archives,2019-08,116,15,44238.0,7.733333333333333,2949.2
3147,Smithsonian Libraries and Archives,2019-09,83,16,44084.0,5.1875,2755.25
3148,Smithsonian Libraries and Archives,2019-10,56,10,32045.0,5.6,3204.5
3149,Smithsonian Libraries and Archives,2019-11,78,11,24764.0,7.090909090909091,2251.2727272727275
3150,Smithsonian Libraries and Archives,2019-12,94,14,41862.0,6.714285714285714,2990.1428571428573
3151,Smithsonian Libraries and Archives,2020-01,99,14,39169.0,7.071428571428571,2797.785714285714
3152,Smithsonian Libraries and Archives,2020-02,67,20,30556.0,3.35,1527.8
3153,Smithsonian Libraries and Archives,2020-03,20,6,9274.0,3.3333333333333335,1545.6666666666667
3154,Smithsonian Libraries and Archives,2020-08,1,1,786.0,1.0,786.0
3155,Smithsonian Libraries and Archives,2022-12,11,2,3782.0,5.5,1891.0
3156,Smithsonian Libraries and Archives,2023-01,39,10,14000.0,3.9,1400.0
3157,Smithsonian Libraries and Archives,2023-02,38,10,26764.0,3.8,2676.4
3158,Smithsonian Libraries and Archives,2023-03,52,11,29236.0,4.7272727272727275,2657.818181818182
3159,Smithsonian Libraries and Archives,2023-04,36,6,9286.0,6.0,1547.6666666666667
3160,Smithsonian Libraries and Archives,2023-05,23,6,11542.0,3.8333333333333335,1923.6666666666667
3161,Stanford University,2019-05,1,1,52.0,1.0,52.0
3162,Stanford University,2019-06,5,4,2180.0,1.25,545.0
3163,Stanford University,2022-03,5,4,818.0,1.25,204.5
3164,Stanford University,2022-04,5,4,3934.0,1.25,983.5
3165,Stanford University,2022-05,6,5,2710.0,1.2,542.0
3166,Stanford University,2022-06,8,6,3020.0,1.3333333333333333,503.3333333333333
3167,Stanford University,2022-08,8,7,5152.0,1.1428571428571428,736.0
3168,State Library of Pennsylvania,2013-12,46,3,41375.0,15.333333333333334,13791.666666666666
3169,State Library of Pennsylvania,2014-01,93,6,42052.0,15.5,7008.666666666667
3170,State Library of Pennsylvania,2014-02,70,8,26772.0,8.75,3346.5
3171,State Library of Pennsylvania,2014-03,60,7,23778.0,8.571428571428571,3396.8571428571427
3172,State Library of Pennsylvania,2014-04,45,5,19506.0,9.0,3901.2
3173,State Library of Pennsylvania,2014-05,162,7,66258.0,23.142857142857142,9465.42857142857
3174,State Library of Pennsylvania,2014-10,287,3,10146.0,95.66666666666667,3382.0
3175,State Library of Pennsylvania,2015-04,298,2,22384.0,149.0,11192.0
3176,State Library of Pennsylvania,2015-05,108,8,26096.0,13.5,3262.0
3177,State Library of Pennsylvania,2015-06,91,7,35158.0,13.0,5022.571428571428
3178,State Library of Pennsylvania,2015-07,704,13,42260.0,54.15384615384615,3250.769230769231
3179,State Library of Pennsylvania,2015-08,298,12,122214.0,24.833333333333332,10184.5
3180,State Library of Pennsylvania,2015-10,46,8,19232.0,5.75,2404.0
3181,State Library of Pennsylvania,2015-11,3,1,1414.0,3.0,1414.0
3182,State Library of Pennsylvania,2016-01,124,17,19560.0,7.294117647058823,1150.5882352941176
3183,State Library of Pennsylvania,2016-02,98,20,23066.0,4.9,1153.3
3184,State Library of Pennsylvania,2016-03,480,25,47341.0,19.2,1893.64
3185,State Library of Pennsylvania,2016-04,359,23,50560.0,15.608695652173912,2198.2608695652175
3186,State Library of Pennsylvania,2016-05,584,25,62973.0,23.36,2518.92
3187,State Library of Pennsylvania,2016-06,409,24,63642.0,17.041666666666668,2651.75
3188,State Library of Pennsylvania,2016-07,157,22,55526.0,7.136363636363637,2523.909090909091
3189,State Library of Pennsylvania,2016-08,221,25,75111.0,8.84,3004.44
3190,State Library of Pennsylvania,2016-09,453,21,44499.0,21.571428571428573,2119.0
3191,State Library of Pennsylvania,2016-10,363,21,37341.0,17.285714285714285,1778.142857142857
3192,State Library of Pennsylvania,2016-11,170,15,30240.0,11.333333333333334,2016.0
3193,State Library of Pennsylvania,2016-12,115,15,22187.0,7.666666666666667,1479.1333333333334
3194,State Library of Pennsylvania,2017-01,137,14,23490.0,9.785714285714286,1677.857142857143
3195,State Library of Pennsylvania,2017-02,212,20,37292.0,10.6,1864.6
3196,State Library of Pennsylvania,2017-03,260,18,42458.0,14.444444444444445,2358.777777777778
3197,State Library of Pennsylvania,2017-04,490,24,50242.0,20.416666666666668,2093.4166666666665
3198,State Library of Pennsylvania,2017-05,817,24,31672.0,34.041666666666664,1319.6666666666667
3199,State Library of Pennsylvania,2017-06,611,23,59012.0,26.565217391304348,2565.7391304347825
3200,State Library of Pennsylvania,2017-07,712,26,36442.0,27.384615384615383,1401.6153846153845
3201,State Library of Pennsylvania,2017-08,661,25,34370.0,26.44,1374.8
3202,State Library of Pennsylvania,2017-09,706,20,33906.0,35.3,1695.3
3203,State Library of Pennsylvania,2017-10,666,18,30240.0,37.0,1680.0
3204,State Library of Pennsylvania,2017-11,600,15,25542.0,40.0,1702.8
3205,State Library of Pennsylvania,2017-12,908,25,44388.0,36.32,1775.52
3206,State Library of Pennsylvania,2018-01,386,12,21928.0,32.166666666666664,1827.3333333333333
3207,State Library of Pennsylvania,2018-02,175,12,8997.0,14.583333333333334,749.75
3208,State Library of Pennsylvania,2018-03,231,21,37222.0,11.0,1772.4761904761904
3209,State Library of Pennsylvania,2018-04,703,19,32363.0,37.0,1703.3157894736842
3210,State Library of Pennsylvania,2018-05,1054,23,36158.0,45.82608695652174,1572.0869565217392
3211,State Library of Pennsylvania,2018-06,691,21,30465.0,32.904761904761905,1450.7142857142858
3212,State Library of Pennsylvania,2018-07,534,16,26748.0,33.375,1671.75
3213,State Library of Pennsylvania,2018-08,610,20,41891.0,30.5,2094.55
3214,State Library of Pennsylvania,2018-09,125,16,49950.0,7.8125,3121.875
3215,State Library of Pennsylvania,2018-10,766,22,48289.0,34.81818181818182,2194.9545454545455
3216,State Library of Pennsylvania,2018-11,239,16,43616.0,14.9375,2726.0
3217,State Library of Pennsylvania,2018-12,108,17,48280.0,6.352941176470588,2840.0
