,name,month_year,books_scanned,operator,pages_scanned,scans_to_workers,pages_to_workers
764,Boston Public Library,2021-11,694,23,180884.0,30.17391304347826,7864.521739130435
765,Boston Public Library,2021-12,1187,19,175728.0,62.473684210526315,9248.842105263158
766,Boston Public Library,2022-01,2058,21,180675.0,98.0,8603.57142857143
767,Boston Public Library,2022-02,1258,22,206397.0,57.18181818181818,9381.681818181818
768,Boston Public Library,2022-03,2083,28,252404.0,74.39285714285714,9014.42857142857
769,Boston Public Library,2022-04,1582,22,195659.0,71.9090909090909,8893.59090909091
770,Boston Public Library,2022-05,1848,21,243335.0,88.0,11587.380952380952
771,Boston Public Library,2022-06,1494,23,233711.0,64.95652173913044,10161.347826086956
772,Boston Public Library,2022-07,1754,19,150732.0,92.3157894736842,7933.263157894737
773,Boston Public Library,2022-08,2590,24,203440.0,107.91666666666667,8476.666666666666
774,Boston Public Library,2022-09,2609,23,188885.0,113.43478260869566,8212.391304347826
775,Boston Public Library,2022-10,3095,20,171974.0,154.75,8598.7
776,Boston Public Library,2022-11,2734,20,172111.0,136.7,8605.55
777,Boston Public Library,2022-12,814,26,170892.0,31.307692307692307,6572.7692307692305
778,Boston Public Library,2023-01,630,25,189214.0,25.2,7568.56
779,Boston Public Library,2023-02,1100,21,199139.0,52.38095238095238,9482.809523809523
780,Boston Public Library,2023-03,1042,27,250419.0,38.592592592592595,9274.777777777777
781,Boston Public Library,2023-04,916,20,176937.0,45.8,8846.85
782,Boston Public Library,2023-05,1168,25,191000.0,46.72,7640.0
783,Boston Public Library,2023-06,42,2,7753.0,21.0,3876.5
784,British Library,2013-12,92,6,3588.0,15.333333333333334,598.0
785,British Library,2014-01,712,21,47825.0,33.904761904761905,2277.3809523809523
786,British Library,2014-02,751,19,66230.0,39.526315789473685,3485.7894736842104
787,British Library,2014-03,899,17,69269.0,52.88235294117647,4074.6470588235293
788,British Library,2014-04,667,18,58620.0,37.05555555555556,3256.6666666666665
789,British Library,2014-05,682,20,101682.0,34.1,5084.1
790,British Library,2014-06,733,21,123982.0,34.904761904761905,5903.9047619047615
791,British Library,2014-07,797,22,139429.0,36.22727272727273,6337.681818181818
792,British Library,2014-08,393,14,60794.0,28.071428571428573,4342.428571428572
793,British Library,2014-09,1809,21,178414.0,86.14285714285714,8495.904761904761
794,British Library,2014-10,1437,22,481587.0,65.31818181818181,21890.31818181818
795,British Library,2014-11,2211,18,542488.0,122.83333333333333,30138.222222222223
796,British Library,2014-12,2325,17,685680.0,136.76470588235293,40334.117647058825
797,British Library,2015-01,2193,16,630860.0,137.0625,39428.75
798,British Library,2015-02,2458,16,864183.0,153.625,54011.4375
799,British Library,2015-03,2146,19,805027.0,112.94736842105263,42369.84210526316
800,British Library,2015-04,3440,16,931771.0,215.0,58235.6875
801,British Library,2015-05,3297,14,697614.0,235.5,49829.57142857143
802,British Library,2015-06,2971,19,769417.0,156.3684210526316,40495.63157894737
803,British Library,2015-07,3713,20,819274.0,185.65,40963.7
804,British Library,2015-08,3163,17,773687.0,186.05882352941177,45511.0
805,British Library,2015-09,3154,18,671148.0,175.22222222222223,37286.0
806,British Library,2015-10,5424,19,788445.0,285.4736842105263,41497.10526315789
807,British Library,2015-11,3963,20,727273.0,198.15,36363.65
808,British Library,2015-12,2895,14,458741.0,206.78571428571428,32767.214285714286
809,British Library,2016-01,4207,18,716186.0,233.72222222222223,39788.11111111111
810,British Library,2016-02,4860,21,846870.0,231.42857142857142,40327.142857142855
811,British Library,2016-03,4106,21,891025.0,195.52380952380952,42429.76190476191
812,British Library,2016-04,4304,19,796503.0,226.52631578947367,41921.21052631579
813,British Library,2016-05,3182,18,900991.0,176.77777777777777,50055.055555555555
814,British Library,2016-06,2332,19,984366.0,122.73684210526316,51808.73684210526
815,British Library,2016-07,2723,19,1033718.0,143.31578947368422,54406.21052631579
816,British Library,2016-08,2334,23,716392.0,101.47826086956522,31147.478260869564
817,British Library,2016-09,2663,19,453015.0,140.1578947368421,23842.894736842107
818,British Library,2016-10,4349,18,240048.0,241.61111111111111,13336.0
819,British Library,2016-11,3393,18,297144.0,188.5,16508.0
820,British Library,2016-12,2013,14,217773.0,143.78571428571428,15555.214285714286
821,British Library,2017-01,3526,20,437693.0,176.3,21884.65
822,British Library,2017-02,5664,18,407262.0,314.6666666666667,22625.666666666668
823,British Library,2017-03,3785,19,525879.0,199.21052631578948,27677.842105263157
824,British Library,2017-04,3424,16,392154.0,214.0,24509.625
825,British Library,2017-05,3655,17,417136.0,215.0,24537.41176470588
826,British Library,2017-06,3595,18,420632.0,199.72222222222223,23368.444444444445
827,British Library,2017-07,2697,17,370177.0,158.64705882352942,21775.117647058825
828,British Library,2017-08,2863,18,448595.0,159.05555555555554,24921.944444444445
829,British Library,2017-09,3055,16,330613.0,190.9375,20663.3125
830,British Library,2017-10,3116,18,400653.0,173.11111111111111,22258.5
831,British Library,2017-11,3545,21,341020.0,168.8095238095238,16239.047619047618
832,British Library,2017-12,1543,13,193663.0,118.6923076923077,14897.153846153846
833,British Library,2018-01,4832,18,431846.0,268.44444444444446,23991.444444444445
834,British Library,2018-02,5252,16,354610.0,328.25,22163.125
835,British Library,2018-03,4792,17,438695.0,281.88235294117646,25805.58823529412
836,British Library,2018-04,3021,16,424234.0,188.8125,26514.625
837,British Library,2018-05,5004,20,406619.0,250.2,20330.95
838,British Library,2018-06,3197,18,200646.0,177.61111111111111,11147.0
839,British Library,2018-07,4294,21,313306.0,204.47619047619048,14919.333333333334
840,British Library,2018-08,3356,21,355022.0,159.8095238095238,16905.809523809523
841,British Library,2018-09,2129,20,355619.0,106.45,17780.95
842,British Library,2018-10,2310,22,444853.0,105.0,20220.590909090908
843,British Library,2018-11,2656,22,370044.0,120.72727272727273,16820.18181818182
844,British Library,2018-12,1532,12,221960.0,127.66666666666667,18496.666666666668
845,British Library,2019-01,4768,19,388556.0,250.94736842105263,20450.315789473683
846,British Library,2019-02,3569,16,306758.0,223.0625,19172.375
847,British Library,2019-03,2440,16,329883.0,152.5,20617.6875
848,British Library,2019-04,2553,18,331812.0,141.83333333333334,18434.0
849,British Library,2019-05,1816,19,324959.0,95.57894736842105,17103.105263157893
850,British Library,2019-06,1145,20,431455.0,57.25,21572.75
851,British Library,2019-07,1446,23,439722.0,62.869565217391305,19118.347826086956
852,British Library,2019-08,1681,21,342792.0,80.04761904761905,16323.42857142857
853,British Library,2019-09,1749,21,297827.0,83.28571428571429,14182.238095238095
854,British Library,2019-10,1841,23,373634.0,80.04347826086956,16244.95652173913
855,British Library,2019-11,1366,22,320475.0,62.09090909090909,14567.045454545454
856,British Library,2019-12,1067,15,223151.0,71.13333333333334,14876.733333333334
857,British Library,2020-01,1552,22,336164.0,70.54545454545455,15280.181818181818
858,British Library,2020-02,1812,20,283907.0,90.6,14195.35
859,British Library,2020-03,994,10,140597.0,99.4,14059.7
860,British Library,2020-10,946,16,133858.0,59.125,8366.125
861,British Library,2020-11,2155,18,210227.0,119.72222222222223,11679.277777777777
862,British Library,2020-12,383,10,182144.0,38.3,18214.4
863,British Library,2021-03,1,1,704.0,1.0,704.0
864,British Library,2021-04,313,9,127534.0,34.77777777777778,14170.444444444445
865,British Library,2021-05,1066,23,351466.0,46.34782608695652,15281.130434782608
866,British Library,2021-06,791,24,364504.0,32.958333333333336,15187.666666666666
867,British Library,2021-07,1485,25,349275.0,59.4,13971.0
868,British Library,2021-08,1208,21,232203.0,57.523809523809526,11057.285714285714
869,British Library,2021-09,75,12,8080.0,6.25,673.3333333333334
870,British Library,2021-10,976,17,29082.0,57.411764705882355,1710.7058823529412
871,British Library,2021-11,571,8,22272.0,71.375,2784.0
872,British Library,2021-12,1057,15,109690.0,70.46666666666667,7312.666666666667
873,British Library,2022-01,793,11,124227.0,72.0909090909091,11293.363636363636
874,British Library,2022-02,1447,22,223383.0,65.77272727272727,10153.772727272728
875,British Library,2022-03,1621,26,164274.0,62.34615384615385,6318.2307692307695
876,British Library,2022-04,490,18,61966.0,27.22222222222222,3442.5555555555557
877,British Library,2022-05,1198,22,157050.0,54.45454545454545,7138.636363636364
878,British Library,2022-06,1299,20,149095.0,64.95,7454.75
879,British Library,2022-07,1329,21,156851.0,63.285714285714285,7469.0952380952385
880,British Library,2022-08,1029,24,223888.0,42.875,9328.666666666666
881,British Library,2022-09,596,22,201334.0,27.09090909090909,9151.545454545454
882,British Library,2022-10,832,23,211870.0,36.17391304347826,9211.739130434782
883,British Library,2022-11,715,23,163048.0,31.08695652173913,7089.04347826087
884,British Library,2022-12,303,16,96198.0,18.9375,6012.375
885,British Library,2023-01,892,22,166317.0,40.54545454545455,7559.863636363636
886,British Library,2023-02,322,22,93329.0,14.636363636363637,4242.227272727273
887,British Library,2023-03,416,26,150242.0,16.0,5778.538461538462
888,British Library,2023-04,241,16,67862.0,15.0625,4241.375
889,British Library,2023-05,360,20,134219.0,18.0,6710.95
890,British Library,2023-06,31,3,13758.0,10.333333333333334,4586.0
891,Brown University,2010-03,64,15,14912.0,4.266666666666667,994.1333333333333
892,Brown University,2010-04,189,22,22912.0,8.590909090909092,1041.4545454545455
893,Brown University,2010-05,159,17,15870.0,9.352941176470589,933.5294117647059
894,Brown University,2010-06,195,17,14959.0,11.470588235294118,879.9411764705883
895,Brown University,2010-07,259,16,19596.0,16.1875,1224.75
896,Brown University,2010-08,159,17,20996.0,9.352941176470589,1235.0588235294117
897,Brown University,2010-09,184,19,25490.0,9.68421052631579,1341.578947368421
898,Brown University,2010-10,149,13,13681.0,11.461538461538462,1052.3846153846155
899,Brown University,2010-11,249,18,18723.0,13.833333333333334,1040.1666666666667
900,Brown University,2010-12,171,14,13915.0,12.214285714285714,993.9285714285714
901,Brown University,2011-01,132,11,16357.0,12.0,1487.0
902,Brown University,2011-02,147,16,21806.0,9.1875,1362.875
903,Brown University,2011-03,179,22,31552.0,8.136363636363637,1434.1818181818182
904,Brown University,2011-04,99,19,24428.0,5.2105263157894735,1285.6842105263158
905,Brown University,2011-05,108,18,19152.0,6.0,1064.0
906,Brown University,2011-06,133,22,24552.0,6.045454545454546,1116.0
907,Brown University,2011-07,292,17,17384.0,17.176470588235293,1022.5882352941177
908,Brown University,2011-08,152,20,19412.0,7.6,970.6
909,Brown University,2011-09,241,17,13632.0,14.176470588235293,801.8823529411765
910,Brown University,2011-10,198,17,16252.0,11.647058823529411,956.0
911,Brown University,2011-11,166,20,18700.0,8.3,935.0
912,Brown University,2011-12,44,15,18748.0,2.933333333333333,1249.8666666666666
913,Brown University,2012-01,75,15,18659.0,5.0,1243.9333333333334
914,Brown University,2012-02,73,16,19762.0,4.5625,1235.125
915,Brown University,2012-03,87,21,26974.0,4.142857142857143,1284.4761904761904
916,Brown University,2012-04,78,19,16940.0,4.105263157894737,891.578947368421
917,Brown University,2012-05,27,13,10217.0,2.076923076923077,785.9230769230769
918,Brown University,2012-06,25,13,11148.0,1.9230769230769231,857.5384615384615
919,Brown University,2012-07,57,20,21624.0,2.85,1081.2
920,Brown University,2012-08,48,19,20939.0,2.526315789473684,1102.0526315789473
921,Brown University,2012-09,48,15,12270.0,3.2,818.0
922,Brown University,2012-10,50,17,16968.0,2.9411764705882355,998.1176470588235
923,Brown University,2012-11,63,17,15556.0,3.7058823529411766,915.0588235294117
924,Brown University,2012-12,61,12,14298.0,5.083333333333333,1191.5
925,Brown University,2013-01,28,17,14302.0,1.6470588235294117,841.2941176470588
926,Brown University,2013-02,34,16,14152.0,2.125,884.5
927,Brown University,2013-03,126,19,23087.0,6.631578947368421,1215.1052631578948
928,Brown University,2013-04,245,20,17954.0,12.25,897.7
929,Brown University,2013-05,285,19,15387.0,15.0,809.8421052631579
930,Brown University,2013-06,176,13,9083.0,13.538461538461538,698.6923076923077
931,Brown University,2013-07,4,2,1384.0,2.0,692.0
932,Brown University,2013-08,46,15,10612.0,3.066666666666667,707.4666666666667
933,Brown University,2013-09,149,19,12760.0,7.842105263157895,671.578947368421
934,Brown University,2013-10,258,21,12979.0,12.285714285714286,618.047619047619
935,Brown University,2013-11,199,17,16446.0,11.705882352941176,967.4117647058823
936,Brown University,2013-12,445,15,6529.0,29.666666666666668,435.26666666666665
937,Brown University,2014-01,461,20,14913.0,23.05,745.65
938,Brown University,2014-02,108,15,13090.0,7.2,872.6666666666666
939,Brown University,2014-03,59,12,14752.0,4.916666666666667,1229.3333333333333
940,Brown University,2014-04,103,20,24030.0,5.15,1201.5
941,Brown University,2014-05,65,19,28382.0,3.4210526315789473,1493.7894736842106
942,Brown University,2014-06,40,16,23872.0,2.5,1492.0
943,Brown University,2014-07,105,21,39766.0,5.0,1893.6190476190477
944,Brown University,2014-08,106,18,21508.0,5.888888888888889,1194.888888888889
945,Brown University,2014-09,123,16,26264.0,7.6875,1641.5
946,Brown University,2014-10,110,21,27954.0,5.238095238095238,1331.142857142857
947,Brown University,2014-11,125,17,21937.0,7.352941176470588,1290.4117647058824
948,Brown University,2014-12,87,17,25570.0,5.117647058823529,1504.1176470588234
949,Brown University,2015-01,70,18,23882.0,3.888888888888889,1326.7777777777778
950,Brown University,2015-02,52,17,24706.0,3.0588235294117645,1453.2941176470588
951,Brown University,2015-03,59,21,27350.0,2.8095238095238093,1302.3809523809523
952,Brown University,2015-04,78,20,26897.0,3.9,1344.85
953,Brown University,2015-05,86,17,25130.0,5.0588235294117645,1478.235294117647
954,Brown University,2015-06,89,19,30118.0,4.684210526315789,1585.157894736842
955,Brown University,2015-07,76,18,27542.0,4.222222222222222,1530.111111111111
956,Brown University,2015-08,79,18,26432.0,4.388888888888889,1468.4444444444443
957,Brown University,2015-09,80,17,25724.0,4.705882352941177,1513.1764705882354
958,Brown University,2015-10,76,18,26528.0,4.222222222222222,1473.7777777777778
959,Brown University,2015-11,60,15,21738.0,4.0,1449.2
960,Brown University,2015-12,76,13,15666.0,5.846153846153846,1205.076923076923
961,Brown University,2016-01,46,18,24314.0,2.5555555555555554,1350.7777777777778
962,Brown University,2016-02,56,17,19986.0,3.2941176470588234,1175.6470588235295
963,Brown University,2016-03,34,11,14818.0,3.090909090909091,1347.090909090909
964,Brown University,2016-04,77,20,26790.0,3.85,1339.5
965,Brown University,2016-05,81,21,27378.0,3.857142857142857,1303.7142857142858
966,Brown University,2016-06,63,20,24395.0,3.15,1219.75
967,Brown University,2016-07,88,20,25740.0,4.4,1287.0
968,Brown University,2016-08,70,21,24774.0,3.3333333333333335,1179.7142857142858
969,Brown University,2016-09,74,15,12128.0,4.933333333333334,808.5333333333333
970,Brown University,2016-10,35,15,11118.0,2.3333333333333335,741.2
971,Brown University,2016-11,83,18,24302.0,4.611111111111111,1350.111111111111
972,Brown University,2016-12,78,15,13280.0,5.2,885.3333333333334
973,Brown University,2017-01,222,19,38864.0,11.68421052631579,2045.4736842105262
974,Brown University,2017-02,310,19,54208.0,16.31578947368421,2853.0526315789475
975,Brown University,2017-03,140,20,44532.0,7.0,2226.6
976,Brown University,2017-04,181,20,53396.0,9.05,2669.8
977,Brown University,2017-05,213,22,64717.0,9.681818181818182,2941.681818181818
978,Brown University,2017-06,322,22,74670.0,14.636363636363637,3394.090909090909
979,Brown University,2017-07,236,20,68660.0,11.8,3433.0
980,Brown University,2017-08,287,22,63526.0,13.045454545454545,2887.5454545454545
981,Brown University,2017-09,315,20,69772.0,15.75,3488.6
982,Brown University,2017-10,197,19,54923.0,10.368421052631579,2890.684210526316
983,Brown University,2017-11,321,22,68912.0,14.590909090909092,3132.3636363636365
984,Brown University,2017-12,204,15,34478.0,13.6,2298.5333333333333
985,Brown University,2018-01,187,20,62997.0,9.35,3149.85
986,Brown University,2018-02,64,16,26034.0,4.0,1627.125
987,Brown University,2018-03,152,24,66922.0,6.333333333333333,2788.4166666666665
988,Brown University,2018-04,218,19,52668.0,11.473684210526315,2772.0
989,Brown University,2018-05,111,14,33631.0,7.928571428571429,2402.214285714286
990,Brown University,2018-06,203,20,63158.0,10.15,3157.9
991,Brown University,2018-07,205,21,58438.0,9.761904761904763,2782.7619047619046
992,Brown University,2018-08,258,24,79366.0,10.75,3306.9166666666665
993,Brown University,2018-09,174,19,70036.0,9.157894736842104,3686.1052631578946
994,Brown University,2018-10,150,21,51874.0,7.142857142857143,2470.190476190476
995,Brown University,2018-11,191,21,61462.0,9.095238095238095,2926.7619047619046
996,Brown University,2018-12,89,17,43178.0,5.235294117647059,2539.8823529411766
997,Brown University,2019-01,194,23,75762.0,8.434782608695652,3294.0
998,Brown University,2019-02,180,21,71786.0,8.571428571428571,3418.3809523809523
999,Brown University,2019-03,174,20,67974.0,8.7,3398.7
1000,Brown University,2019-04,129,21,47038.0,6.142857142857143,2239.904761904762
1001,Brown University,2019-05,206,22,67638.0,9.363636363636363,3074.4545454545455
1002,Brown University,2019-06,170,19,57610.0,8.947368421052632,3032.1052631578946
1003,Brown University,2019-07,354,21,36066.0,16.857142857142858,1717.4285714285713
1004,Brown University,2019-08,229,20,33670.0,11.45,1683.5
1005,Brown University,2019-09,316,18,45982.0,17.555555555555557,2554.5555555555557
1006,Brown University,2019-10,425,21,57324.0,20.238095238095237,2729.714285714286
1007,Brown University,2019-11,347,19,43912.0,18.263157894736842,2311.157894736842
1008,Brown University,2019-12,229,14,34308.0,16.357142857142858,2450.5714285714284
1009,Brown University,2020-01,245,16,29884.0,15.3125,1867.75
1010,Brown University,2020-02,324,19,46614.0,17.05263157894737,2453.3684210526317
1011,Brown University,2020-03,120,9,15974.0,13.333333333333334,1774.888888888889
1012,Brown University,2020-08,6,2,1556.0,3.0,778.0
1013,Brown University,2020-09,192,18,21998.0,10.666666666666666,1222.111111111111
1014,Brown University,2020-10,86,13,9766.0,6.615384615384615,751.2307692307693
1015,Brown University,2020-11,45,11,4452.0,4.090909090909091,404.72727272727275
1016,Brown University,2020-12,44,9,1762.0,4.888888888888889,195.77777777777777
1017,Brown University,2021-01,12,10,5578.0,1.2,557.8
1018,Brown University,2021-02,24,9,6271.0,2.6666666666666665,696.7777777777778
1019,Brown University,2021-03,40,11,5278.0,3.6363636363636362,479.8181818181818
1020,Brown University,2021-04,31,13,4684.0,2.3846153846153846,360.3076923076923
1021,Brown University,2021-05,23,9,5386.0,2.5555555555555554,598.4444444444445
1022,Brown University,2021-06,27,9,4810.0,3.0,534.4444444444445
1023,Brown University,2021-07,27,7,3226.0,3.857142857142857,460.85714285714283
1024,Brown University,2021-08,33,9,4940.0,3.6666666666666665,548.8888888888889
1025,Brown University,2021-09,11,3,1658.0,3.6666666666666665,552.6666666666666
1026,Brown University,2021-10,17,10,3998.0,1.7,399.8
1027,Brown University,2021-11,15,10,6232.0,1.5,623.2
1028,Brown University,2021-12,1,1,504.0,1.0,504.0
1029,Brown University,2022-01,13,7,3952.0,1.8571428571428572,564.5714285714286
1030,Brown University,2022-02,29,14,7486.0,2.0714285714285716,534.7142857142857
1031,Brown University,2022-03,63,20,10884.0,3.15,544.2
1032,Brown University,2022-04,24,13,6710.0,1.8461538461538463,516.1538461538462
1033,Brown University,2022-05,107,18,9622.0,5.944444444444445,534.5555555555555
1034,Brown University,2022-06,91,19,13644.0,4.7894736842105265,718.1052631578947
1035,Brown University,2022-07,40,9,4992.0,4.444444444444445,554.6666666666666
1036,Brown University,2022-08,51,14,12790.0,3.642857142857143,913.5714285714286
1037,Brown University,2022-09,57,16,7172.0,3.5625,448.25
1038,Brown University,2022-10,85,15,7872.0,5.666666666666667,524.8
1039,Brown University,2022-11,26,6,5944.0,4.333333333333333,990.6666666666666
1040,Brown University,2022-12,45,13,6330.0,3.4615384615384617,486.9230769230769
1041,Brown University,2023-01,54,12,11998.0,4.5,999.8333333333334
1042,Brown University,2023-02,74,15,12746.0,4.933333333333334,849.7333333333333
1043,Brown University,2023-03,82,19,13690.0,4.315789473684211,720.5263157894736
1044,Brown University,2023-04,48,15,11136.0,3.2,742.4
1045,Brown University,2023-05,70,13,9106.0,5.384615384615385,700.4615384615385
1046,California Acaddemy of Sciences,2015-11,4,1,204.0,4.0,204.0
1047,California Acaddemy of Sciences,2016-04,697,12,5230.0,58.083333333333336,435.8333333333333
1048,California Acaddemy of Sciences,2016-05,107,3,1876.0,35.666666666666664,625.3333333333334
1049,California Acaddemy of Sciences,2016-11,237,2,3548.0,118.5,1774.0
1050,California State Library,2011-10,64,15,32376.0,4.266666666666667,2158.4
1051,California State Library,2011-11,48,15,37036.0,3.2,2469.0666666666666
1052,California State Library,2011-12,83,16,15684.0,5.1875,980.25
1053,California State Library,2012-01,47,15,29296.0,3.1333333333333333,1953.0666666666666
1054,California State Library,2012-02,52,16,29032.0,3.25,1814.5
1055,California State Library,2012-03,38,15,28316.0,2.533333333333333,1887.7333333333333
1056,California State Library,2012-04,69,16,53564.0,4.3125,3347.75
1057,California State Library,2012-05,84,12,23132.0,7.0,1927.6666666666667
1058,California State Library,2012-06,85,14,23194.0,6.071428571428571,1656.7142857142858
1059,California State Library,2012-07,49,15,31061.0,3.2666666666666666,2070.733333333333
1060,California State Library,2012-08,71,11,29774.0,6.454545454545454,2706.7272727272725
1061,California State Library,2012-09,34,10,26894.0,3.4,2689.4
1062,California State Library,2012-10,22,7,19256.0,3.142857142857143,2750.8571428571427
1063,California State Library,2012-11,20,6,19644.0,3.3333333333333335,3274.0
1064,California State Library,2012-12,17,6,14798.0,2.8333333333333335,2466.3333333333335
1065,California State Library,2013-01,47,10,35122.0,4.7,3512.2
1066,California State Library,2013-02,71,8,12700.0,8.875,1587.5
1067,California State Library,2013-03,14,6,7384.0,2.3333333333333335,1230.6666666666667
1068,California State Library,2013-04,8,5,6780.0,1.6,1356.0
1069,California State Library,2013-05,32,10,16364.0,3.2,1636.4
1070,California State Library,2013-06,35,6,10518.0,5.833333333333333,1753.0
1071,California State Library,2013-07,47,10,30622.0,4.7,3062.2
1072,California State Library,2013-08,25,5,13412.0,5.0,2682.4
1073,California State Library,2013-11,41,9,21590.0,4.555555555555555,2398.8888888888887
1074,California State Library,2013-12,26,8,17896.0,3.25,2237.0
1075,California State Library,2014-01,32,6,19594.0,5.333333333333333,3265.6666666666665
1076,California State Library,2014-02,75,4,14188.0,18.75,3547.0
1077,California State Library,2014-03,66,7,23588.0,9.428571428571429,3369.714285714286
1078,California State Library,2014-04,43,5,22508.0,8.6,4501.6
1079,California State Library,2014-05,33,8,29502.0,4.125,3687.75
1080,California State Library,2014-06,36,7,23534.0,5.142857142857143,3362.0
1081,California State Library,2014-07,40,8,22796.0,5.0,2849.5
1082,California State Library,2014-08,31,8,28102.0,3.875,3512.75
1083,California State Library,2014-09,49,6,28622.0,8.166666666666666,4770.333333333333
1084,California State Library,2014-10,56,7,38796.0,8.0,5542.285714285715
1085,California State Library,2014-11,38,6,24329.0,6.333333333333333,4054.8333333333335
1086,California State Library,2014-12,43,7,27145.0,6.142857142857143,3877.8571428571427
1087,California State Library,2015-01,49,6,15645.0,8.166666666666666,2607.5
1088,California State Library,2015-02,26,7,25892.0,3.7142857142857144,3698.8571428571427
1089,California State Library,2015-03,52,9,49104.0,5.777777777777778,5456.0
1090,California State Library,2015-04,25,9,45366.0,2.7777777777777777,5040.666666666667
1091,California State Library,2015-05,46,7,40835.0,6.571428571428571,5833.571428571428
1092,California State Library,2015-06,23,5,19220.0,4.6,3844.0
1093,"Centre for Strategic and International Studies, Jakarta",2014-10,168,15,16398.0,11.2,1093.2
1094,"Centre for Strategic and International Studies, Jakarta",2014-11,133,14,15631.0,9.5,1116.5
1095,"Centre for Strategic and International Studies, Jakarta",2014-12,112,15,12160.0,7.466666666666667,810.6666666666666
1096,"Centre for Strategic and International Studies, Jakarta",2015-03,48,10,5104.0,4.8,510.4
1097,"Centre for Strategic and International Studies, Jakarta",2015-06,24,5,2226.0,4.8,445.2
1098,"Centre for Strategic and International Studies, Jakarta",2015-07,6,1,616.0,6.0,616.0
1099,"Centre for Strategic and International Studies, Jakarta",2015-12,1,1,8.0,1.0,8.0
1100,Church History Library,2009-06,2,1,162.0,2.0,162.0
1101,Church History Library,2009-07,20,7,3405.0,2.857142857142857,486.42857142857144
1102,Church History Library,2009-08,58,21,18938.0,2.761904761904762,901.8095238095239
1103,Church History Library,2009-09,93,21,34104.0,4.428571428571429,1624.0
1104,Church History Library,2009-10,33,13,15373.0,2.5384615384615383,1182.5384615384614
1105,Church History Library,2009-11,47,19,25774.0,2.473684210526316,1356.5263157894738
1106,Church History Library,2009-12,48,19,24832.0,2.526315789473684,1306.9473684210527
1107,Church History Library,2010-01,71,19,19726.0,3.736842105263158,1038.2105263157894
1108,Church History Library,2010-02,37,13,9660.0,2.8461538461538463,743.0769230769231
1109,Church History Library,2010-03,16,8,5532.0,2.0,691.5
1110,Church History Library,2010-09,17,5,869.0,3.4,173.8
1111,Church History Library,2010-10,103,19,10454.0,5.421052631578948,550.2105263157895
1112,Church History Library,2010-11,35,12,3028.0,2.9166666666666665,252.33333333333334
1113,Church History Library,2010-12,37,16,7271.0,2.3125,454.4375
1114,Church History Library,2011-01,70,15,7101.0,4.666666666666667,473.4
1115,Church History Library,2011-02,49,18,9396.0,2.7222222222222223,522.0
1116,Church History Library,2011-03,71,17,8022.0,4.176470588235294,471.88235294117646
1117,Church History Library,2011-04,47,10,3860.0,4.7,386.0
1118,Church History Library,2011-05,182,18,5471.0,10.11111111111111,303.94444444444446
1119,Church History Library,2011-06,58,15,7786.0,3.8666666666666667,519.0666666666667
1120,Church History Library,2011-07,539,19,9001.0,28.36842105263158,473.7368421052632
1121,Church History Library,2011-08,331,21,15122.0,15.761904761904763,720.0952380952381
1122,Church History Library,2011-09,754,21,28545.0,35.904761904761905,1359.2857142857142
1123,Church History Library,2011-10,261,21,12916.0,12.428571428571429,615.047619047619
1124,Church History Library,2011-11,367,19,34966.0,19.31578947368421,1840.3157894736842
1125,Church History Library,2011-12,261,20,28547.0,13.05,1427.35
1126,Church History Library,2012-01,1167,20,24937.0,58.35,1246.85
1127,Church History Library,2012-02,984,20,21929.0,49.2,1096.45
1128,Church History Library,2012-03,2289,22,66681.0,104.04545454545455,3030.9545454545455
1129,Church History Library,2012-04,599,21,26082.0,28.523809523809526,1242.0
1130,Church History Library,2012-05,439,19,23971.0,23.105263157894736,1261.6315789473683
1131,Church History Library,2012-06,913,18,20241.0,50.72222222222222,1124.5
1132,Church History Library,2012-07,1412,19,26996.0,74.3157894736842,1420.842105263158
1133,Church History Library,2012-08,788,21,24172.0,37.523809523809526,1151.047619047619
1134,Church History Library,2012-09,192,12,17122.0,16.0,1426.8333333333333
1135,Church History Library,2012-10,122,13,4875.0,9.384615384615385,375.0
1136,Church History Library,2013-01,76,1,11112.0,76.0,11112.0
1137,Church History Library,2013-03,176,1,13287.0,176.0,13287.0
1138,Clatsop County Historical Society,2019-08,30,9,6142.0,3.3333333333333335,682.4444444444445
1139,Clatsop County Historical Society,2019-09,9,5,694.0,1.8,138.8
1140,Clatsop County Historical Society,2019-10,92,13,10448.0,7.076923076923077,803.6923076923077
1141,Clatsop County Historical Society,2019-11,25,12,11714.0,2.0833333333333335,976.1666666666666
1142,Clatsop County Historical Society,2019-12,59,11,4502.0,5.363636363636363,409.27272727272725
1143,Clatsop County Historical Society,2020-01,67,15,9164.0,4.466666666666667,610.9333333333333
1144,Clatsop County Historical Society,2020-02,11,4,1661.0,2.75,415.25
1145,Clatsop County Historical Society,2020-03,91,9,3370.0,10.11111111111111,374.44444444444446
1146,Clatsop County Historical Society,2020-07,41,7,2448.0,5.857142857142857,349.7142857142857
1147,Clatsop County Historical Society,2020-08,64,13,4485.0,4.923076923076923,345.0
1148,Clatsop County Historical Society,2020-09,26,11,1354.0,2.3636363636363638,123.0909090909091
1149,Clatsop County Historical Society,2020-10,19,5,652.0,3.8,130.4
1150,Clatsop County Historical Society,2020-11,10,3,344.0,3.3333333333333335,114.66666666666667
