,name,month_year,books_scanned
2378,National Agricultural Library,2018-12,859
2379,National Agricultural Library,2019-01,78
2380,National Agricultural Library,2019-02,2944
2381,National Agricultural Library,2019-03,1040
2382,National Agricultural Library,2019-04,623
2383,National Agricultural Library,2019-05,500
2384,National Agricultural Library,2019-06,445
2385,National Agricultural Library,2019-07,201
2386,National Agricultural Library,2019-08,2009
2387,National Agricultural Library,2019-09,1178
2388,National Agricultural Library,2019-10,1177
2389,National Agricultural Library,2019-11,1075
2390,National Agricultural Library,2019-12,870
2391,National Agricultural Library,2020-01,1221
2392,National Agricultural Library,2020-02,1194
2393,National Agricultural Library,2020-03,837
2394,National Agricultural Library,2020-08,2145
2395,National Agricultural Library,2020-09,2070
2396,National Agricultural Library,2020-10,1271
2397,National Agricultural Library,2020-11,1137
2398,National Agricultural Library,2020-12,916
2399,National Agricultural Library,2021-01,845
2400,National Agricultural Library,2021-02,932
2401,National Agricultural Library,2021-03,1253
2402,National Agricultural Library,2021-04,1093
2403,National Agricultural Library,2021-05,1053
2404,National Agricultural Library,2021-06,1388
2405,National Agricultural Library,2021-07,1025
2406,National Agricultural Library,2021-08,1280
2407,National Agricultural Library,2021-09,1244
2408,National Agricultural Library,2021-10,676
2409,National Agricultural Library,2021-11,818
2410,National Agricultural Library,2021-12,1037
2411,National Agricultural Library,2022-01,1570
2412,National Agricultural Library,2022-02,1530
2413,National Agricultural Library,2022-03,1965
2414,National Agricultural Library,2022-04,1719
2415,National Agricultural Library,2022-05,2036
2416,National Agricultural Library,2022-06,1904
2417,National Agricultural Library,2022-07,4
2418,National Agricultural Library,2022-09,470
2419,National Agricultural Library,2022-10,1022
2420,National Agricultural Library,2022-11,961
2421,National Agricultural Library,2022-12,403
2422,National Agricultural Library,2023-01,989
2423,National Agricultural Library,2023-02,804
2424,National Agricultural Library,2023-03,971
2425,National Agricultural Library,2023-04,1403
2426,National Agricultural Library,2023-05,1467
2427,National Agricultural Library,2023-06,1
2429,National Library of Scotland,2008-08,16
2430,National Library of Scotland,2008-09,161
2431,National Library of Scotland,2008-10,278
2432,National Library of Scotland,2008-11,126
2433,National Library of Scotland,2008-12,259
2434,National Library of Scotland,2009-01,177
2435,National Library of Scotland,2009-02,156
2436,National Library of Scotland,2009-03,120
2437,National Library of Scotland,2009-04,381
2438,National Library of Scotland,2009-05,157
2439,National Library of Scotland,2009-06,91
2440,National Library of Scotland,2009-07,233
2441,National Library of Scotland,2009-08,127
2442,National Library of Scotland,2009-10,25
2443,National Library of Scotland,2009-11,17
2444,National Library of Scotland,2009-12,17
2445,National Library of Scotland,2010-01,8
2446,National Library of Scotland,2010-02,29
2447,National Library of Scotland,2010-03,17
2448,National Library of Scotland,2010-04,11
2449,National Library of Scotland,2010-05,17
2450,National Library of Scotland,2010-06,43
2451,National Library of Scotland,2010-07,48
2452,National Library of Scotland,2010-08,55
2453,National Library of Scotland,2010-09,114
2454,National Library of Scotland,2010-10,193
2455,National Library of Scotland,2010-11,101
2456,National Library of Scotland,2010-12,61
2457,National Library of Scotland,2011-01,176
2458,National Library of Scotland,2011-02,130
2459,National Library of Scotland,2011-03,33
2460,National Library of Scotland,2011-04,29
2461,National Library of Scotland,2011-05,41
2462,National Library of Scotland,2011-06,48
2463,National Library of Scotland,2011-07,19
2464,National Library of Scotland,2011-08,18
2465,National Library of Scotland,2011-09,32
2466,National Library of Scotland,2011-10,30
2467,National Library of Scotland,2011-11,159
2468,National Library of Scotland,2011-12,116
2469,National Library of Scotland,2012-01,125
2470,National Library of Scotland,2012-02,138
2471,National Library of Scotland,2012-03,53
2472,National Library of Scotland,2012-04,75
2473,National Library of Scotland,2012-05,23
2474,National Library of Scotland,2012-06,24
2475,National Library of Scotland,2012-07,32
2476,National Library of Scotland,2012-08,68
2477,National Library of Scotland,2012-09,32
2478,National Library of Scotland,2012-10,29
2479,National Library of Scotland,2012-11,63
2480,National Library of Scotland,2012-12,28
2481,National Library of Scotland,2013-01,13
2482,National Library of Scotland,2013-02,23
2483,National Library of Scotland,2013-03,66
2484,National Library of Scotland,2013-04,50
2485,National Library of Scotland,2013-05,9
2486,National Library of Scotland,2013-06,15
2487,National Library of Scotland,2013-07,20
2488,National Library of Scotland,2013-08,16
2489,National Library of Scotland,2013-09,19
2490,National Library of Scotland,2013-10,28
2491,National Library of Scotland,2013-11,16
2492,National Library of Scotland,2013-12,25
2493,National Library of Scotland,2014-01,24
2494,National Library of Scotland,2014-02,16
2496,"Natural History Museum Library, London",2002-01,1
2497,"Natural History Museum Library, London",2007-03,32
2498,"Natural History Museum Library, London",2007-04,116
2499,"Natural History Museum Library, London",2007-05,74
2500,"Natural History Museum Library, London",2007-06,97
2501,"Natural History Museum Library, London",2007-07,110
2502,"Natural History Museum Library, London",2007-08,110
2503,"Natural History Museum Library, London",2007-09,97
2504,"Natural History Museum Library, London",2007-10,120
2505,"Natural History Museum Library, London",2007-11,110
2506,"Natural History Museum Library, London",2007-12,33
2507,"Natural History Museum Library, London",2008-01,25
2508,"Natural History Museum Library, London",2008-02,86
2509,"Natural History Museum Library, London",2008-03,75
2510,"Natural History Museum Library, London",2008-04,146
2511,"Natural History Museum Library, London",2008-05,131
2512,"Natural History Museum Library, London",2008-06,170
2513,"Natural History Museum Library, London",2008-07,146
2514,"Natural History Museum Library, London",2008-08,112
2515,"Natural History Museum Library, London",2008-09,205
2516,"Natural History Museum Library, London",2008-10,170
2517,"Natural History Museum Library, London",2008-11,145
2518,"Natural History Museum Library, London",2008-12,99
2519,"Natural History Museum Library, London",2009-01,68
2520,"Natural History Museum Library, London",2009-02,131
2521,"Natural History Museum Library, London",2009-03,173
2522,"Natural History Museum Library, London",2009-04,170
2523,"Natural History Museum Library, London",2009-05,150
2524,"Natural History Museum Library, London",2009-06,100
2525,"Natural History Museum Library, London",2009-07,137
2526,"Natural History Museum Library, London",2009-08,85
2527,"Natural History Museum Library, London",2009-09,139
2528,"Natural History Museum Library, London",2009-10,128
2529,"Natural History Museum Library, London",2009-11,83
2530,"Natural History Museum Library, London",2009-12,50
2531,"Natural History Museum Library, London",2010-01,57
2532,"Natural History Museum Library, London",2010-02,75
2533,"Natural History Museum Library, London",2010-03,82
2534,"Natural History Museum Library, London",2010-04,32
2535,"Natural History Museum Library, London",2010-05,38
2536,"Natural History Museum Library, London",2010-06,112
2537,"Natural History Museum Library, London",2010-07,93
2538,"Natural History Museum Library, London",2010-08,140
2539,"Natural History Museum Library, London",2010-09,151
2540,"Natural History Museum Library, London",2010-10,3
2541,"Natural History Museum Library, London",2010-12,1
2542,"Natural History Museum Library, London",2011-03,54
2543,"Natural History Museum Library, London",2011-04,34
2544,"Natural History Museum Library, London",2011-05,28
2545,"Natural History Museum Library, London",2011-06,68
2546,"Natural History Museum Library, London",2011-07,56
2547,"Natural History Museum Library, London",2011-08,76
2548,"Natural History Museum Library, London",2011-09,43
2549,"Natural History Museum Library, London",2011-10,31
2550,"Natural History Museum Library, London",2011-11,42
2551,"Natural History Museum Library, London",2011-12,33
2552,"Natural History Museum Library, London",2012-05,3
2553,"Natural History Museum Library, London",2012-06,10
2554,"Natural History Museum Library, London",2012-07,20
2555,"Natural History Museum Library, London",2012-08,26
2556,"Natural History Museum Library, London",2012-09,53
2557,"Natural History Museum Library, London",2012-10,23
2558,"Natural History Museum Library, London",2012-11,116
2559,"Natural History Museum Library, London",2012-12,31
2560,"Natural History Museum Library, London",2013-01,50
2561,"Natural History Museum Library, London",2013-02,25
2562,"Natural History Museum Library, London",2013-03,41
2563,"Natural History Museum Library, London",2013-04,46
2564,"Natural History Museum Library, London",2013-05,51
2565,"Natural History Museum Library, London",2013-06,27
2566,"Natural History Museum Library, London",2013-07,28
2567,"Natural History Museum Library, London",2013-08,63
2568,"Natural History Museum Library, London",2013-09,90
2569,"Natural History Museum Library, London",2013-10,50
2570,"Natural History Museum Library, London",2013-11,26
2571,"Natural History Museum Library, London",2013-12,24
2572,"Natural History Museum Library, London",2014-01,72
2573,"Natural History Museum Library, London",2014-02,119
2574,"Natural History Museum Library, London",2014-03,26
2575,"Natural History Museum Library, London",2014-04,136
2576,"Natural History Museum Library, London",2014-05,171
2577,"Natural History Museum Library, London",2014-06,13
2578,"Natural History Museum Library, London",2014-07,62
2579,"Natural History Museum Library, London",2014-08,49
2580,"Natural History Museum Library, London",2014-09,45
2581,"Natural History Museum Library, London",2014-10,26
2582,"Natural History Museum Library, London",2014-11,39
2583,"Natural History Museum Library, London",2014-12,30
2584,"Natural History Museum Library, London",2015-01,83
2585,"Natural History Museum Library, London",2015-02,87
2586,"Natural History Museum Library, London",2015-03,68
2587,"Natural History Museum Library, London",2015-04,124
2588,"Natural History Museum Library, London",2015-05,62
2589,"Natural History Museum Library, London",2015-06,52
2590,"Natural History Museum Library, London",2015-07,57
2591,"Natural History Museum Library, London",2015-08,31
2592,"Natural History Museum Library, London",2015-09,19
2593,"Natural History Museum Library, London",2015-10,36
2594,"Natural History Museum Library, London",2015-11,79
2595,"Natural History Museum Library, London",2015-12,109
2596,"Natural History Museum Library, London",2016-01,68
2597,"Natural History Museum Library, London",2016-02,51
2598,"Natural History Museum Library, London",2016-03,22
2599,"Natural History Museum Library, London",2016-04,48
2600,"Natural History Museum Library, London",2016-05,110
2601,"Natural History Museum Library, London",2016-06,86
2602,"Natural History Museum Library, London",2016-07,86
2603,"Natural History Museum Library, London",2016-08,74
2604,"Natural History Museum Library, London",2016-09,145
2605,"Natural History Museum Library, London",2016-10,160
2606,"Natural History Museum Library, London",2016-11,165
2607,"Natural History Museum Library, London",2016-12,16
2608,"Natural History Museum Library, London",2017-05,18
2609,"Natural History Museum Library, London",2017-06,97
2610,"Natural History Museum Library, London",2017-07,127
2611,"Natural History Museum Library, London",2017-08,102
2612,"Natural History Museum Library, London",2017-09,18
2613,"Natural History Museum Library, London",2017-10,6
2614,"Natural History Museum Library, London",2017-11,29
2615,"Natural History Museum Library, London",2017-12,16
2616,"Natural History Museum Library, London",2018-01,52
2617,"Natural History Museum Library, London",2018-02,40
2618,"Natural History Museum Library, London",2018-03,20
2619,"Natural History Museum Library, London",2018-04,44
2620,"Natural History Museum Library, London",2018-05,125
2621,"Natural History Museum Library, London",2018-06,56
2622,"Natural History Museum Library, London",2018-07,75
2623,"Natural History Museum Library, London",2018-08,75
2624,"Natural History Museum Library, London",2018-09,115
2625,"Natural History Museum Library, London",2018-10,77
2626,"Natural History Museum Library, London",2018-11,15
2627,"Natural History Museum Library, London",2018-12,12
2628,"Natural History Museum Library, London",2019-01,39
2629,"Natural History Museum Library, London",2019-02,87
2630,"Natural History Museum Library, London",2019-03,89
2631,"Natural History Museum Library, London",2019-04,63
2632,"Natural History Museum Library, London",2019-05,53
2633,"Natural History Museum Library, London",2019-06,55
2634,"Natural History Museum Library, London",2019-07,70
2635,"Natural History Museum Library, London",2019-08,36
2636,"Natural History Museum Library, London",2019-09,22
2637,"Natural History Museum Library, London",2019-10,16
2638,"Natural History Museum Library, London",2019-11,20
2639,"Natural History Museum Library, London",2019-12,29
2640,"Natural History Museum Library, London",2020-01,38
2641,"Natural History Museum Library, London",2020-02,42
2642,"Natural History Museum Library, London",2020-03,15
2643,"Natural History Museum Library, London",2020-09,28
2644,"Natural History Museum Library, London",2020-10,81
2645,"Natural History Museum Library, London",2020-11,28
2646,"Natural History Museum Library, London",2020-12,40
2647,"Natural History Museum Library, London",2022-01,49
2648,"Natural History Museum Library, London",2022-02,56
2649,"Natural History Museum Library, London",2022-11,1
2651,New York Botanical Garden,2016-11,1
2652,New York Botanical Garden,2017-02,7
2653,New York Botanical Garden,2017-04,15
2654,New York Botanical Garden,2017-05,1
2655,New York Botanical Garden,2017-09,2
2656,New York Botanical Garden,2017-12,10
2657,New York Botanical Garden,2018-01,1
2658,New York Botanical Garden,2020-03,1
2659,North Carolina State University,2008-01,1
2660,North Carolina State University,2008-02,38
2661,North Carolina State University,2008-03,77
2662,North Carolina State University,2008-04,92
2663,North Carolina State University,2008-05,79
2664,North Carolina State University,2008-06,46
2665,North Carolina State University,2008-07,40
2666,North Carolina State University,2008-08,39
2667,North Carolina State University,2008-09,76
2668,North Carolina State University,2008-10,86
2669,North Carolina State University,2008-11,136
2670,North Carolina State University,2008-12,124
2671,North Carolina State University,2009-01,182
2672,North Carolina State University,2009-02,114
2673,North Carolina State University,2009-03,95
2674,North Carolina State University,2009-04,141
2675,North Carolina State University,2009-05,131
2676,North Carolina State University,2009-06,132
2677,North Carolina State University,2009-07,124
2678,North Carolina State University,2009-08,114
2679,North Carolina State University,2009-09,130
2680,North Carolina State University,2009-10,266
2681,North Carolina State University,2009-11,221
2682,North Carolina State University,2009-12,159
2683,North Carolina State University,2010-01,166
2684,North Carolina State University,2010-02,174
2685,North Carolina State University,2010-03,213
2686,Oberlin College Libraries,2015-11,4
2687,Oberlin College Libraries,2015-12,46
2688,Oberlin College Libraries,2016-01,127
2689,Oberlin College Libraries,2016-02,157
2690,Oberlin College Libraries,2016-03,124
2691,Oberlin College Libraries,2016-04,62
2692,Oberlin College Libraries,2016-05,13
2693,Oberlin College Libraries,2016-06,13
2694,Oberlin College Libraries,2016-07,76
2695,Oberlin College Libraries,2016-08,61
2696,Oberlin College Libraries,2016-09,7
2697,Oberlin College Libraries,2016-10,8
2698,Oberlin College Libraries,2016-11,9
2699,Oberlin College Libraries,2016-12,14
2700,Oberlin College Libraries,2017-01,10
2701,Oberlin College Libraries,2017-02,5
2702,Oberlin College Libraries,2017-03,4
2703,Oberlin College Libraries,2017-04,6
2704,Oberlin College Libraries,2017-05,18
2705,Oberlin College Libraries,2017-06,2
2706,Oberlin College Libraries,2017-09,19
2707,Oberlin College Libraries,2017-10,3
2708,Oberlin College Libraries,2017-11,15
2709,Oberlin College Libraries,2017-12,16
2710,Oberlin College Libraries,2018-01,17
2711,Oberlin College Libraries,2018-02,34
2712,Oberlin College Libraries,2018-03,13
2713,Oberlin College Libraries,2018-04,3
2714,Oberlin College Libraries,2018-06,2
2715,Oberlin College Libraries,2018-07,2
2716,Oberlin College Libraries,2018-08,1
2717,Oberlin College Libraries,2018-11,1
2718,Oberlin College Libraries,2019-01,32
2719,Oberlin College Libraries,2019-02,1
2720,Oberlin College Libraries,2019-03,17
2721,Oberlin College Libraries,2019-04,49
2722,Oberlin College Libraries,2019-05,53
2723,Oberlin College Libraries,2019-07,10
2724,Oberlin College Libraries,2019-08,93
2725,Oberlin College Libraries,2019-09,96
2726,Oberlin College Libraries,2019-10,69
2727,Oberlin College Libraries,2019-11,84
2728,Oberlin College Libraries,2019-12,70
2729,Oberlin College Libraries,2020-02,58
2730,Oberlin College Libraries,2020-03,7
2731,Oberlin College Libraries,2020-08,1
2732,Oberlin College Libraries,2020-09,18
2733,Oberlin College Libraries,2020-10,34
2734,Oberlin College Libraries,2020-11,22
2735,Oberlin College Libraries,2020-12,10
2736,Oberlin College Libraries,2021-01,17
2737,Oberlin College Libraries,2021-02,2
2738,Oberlin College Libraries,2021-03,7
2739,Oberlin College Libraries,2021-06,4
2740,Oberlin College Libraries,2021-07,20
2741,Oberlin College Libraries,2021-08,11
2742,Oberlin College Libraries,2021-11,2
2743,Oberlin College Libraries,2022-01,7
2744,Oberlin College Libraries,2022-03,1
2745,Oberlin College Libraries,2022-04,3
2746,Oberlin College Libraries,2022-05,2
2747,Oberlin College Libraries,2022-06,3
2748,Oberlin College Libraries,2022-07,1
2749,Oberlin College Libraries,2022-09,2
2750,Oberlin College Libraries,2022-11,1
2751,Oberlin College Libraries,2022-12,1
2752,Oberlin College Libraries,2023-01,33
2753,Oberlin College Libraries,2023-02,14
2754,Oberlin College Libraries,2023-03,1
2755,Oberlin College Libraries,2023-04,1
2756,Oberlin College Libraries,2023-05,2
2759,Peabody Essex Museum,2019-02,4
2760,Peabody Essex Museum,2019-10,1
2761,Peabody Essex Museum,2019-11,1
2763,Perkins School for the Blind,2015-11,2
2764,Perkins School for the Blind,2015-12,2
2765,Perkins School for the Blind,2016-01,2
2766,Perkins School for the Blind,2016-02,1
2767,Perkins School for the Blind,2016-03,9
2768,Perkins School for the Blind,2016-04,2
2769,Perkins School for the Blind,2016-09,1
2770,Perkins School for the Blind,2016-12,2
2771,Perkins School for the Blind,2017-01,2
2772,Perkins School for the Blind,2017-02,3
2773,Perkins School for the Blind,2017-03,4
2774,Perkins School for the Blind,2017-04,9
2775,Perkins School for the Blind,2017-05,9
2776,Perkins School for the Blind,2017-07,1
2777,Perkins School for the Blind,2017-09,1
2778,Perkins School for the Blind,2017-10,1
2779,Perkins School for the Blind,2017-11,1
2780,Perkins School for the Blind,2017-12,3
2781,Perkins School for the Blind,2018-01,4
2782,Perkins School for the Blind,2018-03,3
2783,Perkins School for the Blind,2018-04,1
2784,Perkins School for the Blind,2018-09,2
2785,Perkins School for the Blind,2019-09,8
2786,Perkins School for the Blind,2019-11,4
2787,Princeton University,2002-01,78
2788,Princeton University,2002-02,117
2789,Princeton University,2002-03,147
2790,Princeton University,2002-04,61
2791,Princeton University,2008-03,1
2792,Princeton University,2008-04,152
2793,Princeton University,2008-05,835
2794,Princeton University,2008-06,1634
2795,Princeton University,2008-07,1582
2796,Princeton University,2008-08,1201
2797,Princeton University,2008-09,1337
2798,Princeton University,2008-10,1149
2799,Princeton University,2008-11,655
2800,Princeton University,2008-12,812
2801,Princeton University,2009-01,913
2802,Princeton University,2009-02,793
2803,Princeton University,2009-03,901
2804,Princeton University,2009-04,965
2805,Princeton University,2009-05,962
2806,Princeton University,2009-06,723
2807,Princeton University,2009-07,820
2808,Princeton University,2009-08,591
2809,Princeton University,2009-09,309
2810,Princeton University,2009-10,467
2811,Princeton University,2009-11,476
2812,Princeton University,2009-12,469
2813,Princeton University,2010-01,367
2814,Princeton University,2010-02,242
2815,Princeton University,2010-03,637
2816,Princeton University,2010-04,745
2817,Princeton University,2010-05,1076
2818,Princeton University,2010-06,1351
2819,Princeton University,2010-07,859
2820,Princeton University,2010-08,997
2821,Princeton University,2010-09,1434
2822,Princeton University,2010-10,1178
2823,Princeton University,2010-11,1140
2824,Princeton University,2010-12,897
2825,Princeton University,2011-01,1254
2826,Princeton University,2011-02,1464
2827,Princeton University,2011-03,1917
2828,Princeton University,2011-04,1116
2829,Princeton University,2011-05,898
2830,Princeton University,2011-06,1664
2831,Princeton University,2011-07,785
2832,Princeton University,2011-08,2859
2833,Princeton University,2011-09,2052
2834,Princeton University,2011-10,1616
2835,Princeton University,2011-11,1098
2836,Princeton University,2011-12,638
2837,Princeton University,2012-01,1321
2838,Princeton University,2012-02,1939
2839,Princeton University,2012-03,1991
2840,Princeton University,2012-04,1796
2841,Princeton University,2012-05,3641
2842,Princeton University,2012-06,1604
2843,Princeton University,2012-07,1344
2844,Princeton University,2012-08,2028
2845,Princeton University,2012-09,1840
2846,Princeton University,2012-10,1922
2847,Princeton University,2012-11,1793
2848,Princeton University,2012-12,1062
2849,Princeton University,2013-01,2106
2850,Princeton University,2013-02,1264
2851,Princeton University,2013-03,1826
2852,Princeton University,2013-04,2404
2853,Princeton University,2013-05,1329
2854,Princeton University,2013-06,1143
2855,Princeton University,2013-07,1469
2856,Princeton University,2013-08,2562
2857,Princeton University,2013-09,1029
2858,Princeton University,2013-10,982
2859,Princeton University,2013-11,1116
2860,Princeton University,2013-12,1381
2861,Princeton University,2014-01,1546
2862,Princeton University,2014-02,1096
2863,Princeton University,2014-03,1776
2864,Princeton University,2014-04,1162
2865,Princeton University,2014-05,804
2866,Princeton University,2014-06,1713
2867,Princeton University,2014-07,1239
2868,Princeton University,2014-08,1758
2869,Princeton University,2014-09,2796
2870,Princeton University,2014-10,1807
2871,Princeton University,2014-11,2364
2872,Princeton University,2014-12,3428
2873,Princeton University,2015-01,3682
2874,Princeton University,2015-02,2763
2875,Princeton University,2015-03,1088
2876,Princeton University,2015-04,4736
2877,Princeton University,2015-05,1875
2878,Princeton University,2015-06,3958
2879,Princeton University,2015-07,1041
2880,Princeton University,2015-08,1819
2881,Princeton University,2015-09,2674
2882,Princeton University,2015-10,1139
2883,Princeton University,2015-11,666
2884,Princeton University,2015-12,790
2885,Princeton University,2016-01,1398
2886,Princeton University,2016-02,1212
2887,Princeton University,2016-03,1972
2888,Princeton University,2016-04,2410
2889,Princeton University,2016-05,2002
2890,Princeton University,2016-06,1536
2891,Princeton University,2016-07,944
2892,Princeton University,2016-08,886
2893,Princeton University,2016-09,902
2894,Princeton University,2016-10,901
2895,Princeton University,2016-11,432
2896,Princeton University,2016-12,557
2897,Princeton University,2017-01,1024
2898,Princeton University,2017-02,242
2899,Princeton University,2017-03,463
2900,Princeton University,2017-04,1042
2901,Princeton University,2017-05,624
2902,Princeton University,2017-06,914
2903,Princeton University,2017-07,545
2904,Princeton University,2017-08,933
2905,Princeton University,2017-09,725
2906,Princeton University,2017-10,1705
2907,Princeton University,2017-11,2311
2908,Princeton University,2017-12,404
2909,Princeton University,2018-01,909
2910,Princeton University,2018-02,1082
2911,Princeton University,2018-03,492
2912,Princeton University,2018-04,771
2913,Princeton University,2018-05,1100
2914,Princeton University,2018-06,1064
2915,Princeton University,2018-07,1673
2916,Princeton University,2018-08,1941
2917,Princeton University,2018-09,1797
2918,Princeton University,2018-10,494
2919,Princeton University,2018-11,743
2920,Princeton University,2018-12,367
2921,Princeton University,2019-01,636
2922,Princeton University,2019-02,377
2923,Princeton University,2019-03,614
2924,Princeton University,2019-04,428
2925,Princeton University,2019-05,243
2926,Princeton University,2019-06,53
2927,Princeton University,2019-07,449
2928,Princeton University,2019-08,394
2929,Princeton University,2019-09,973
2930,Princeton University,2019-10,819
2931,Princeton University,2019-11,100
2932,Princeton University,2019-12,51
2933,Princeton University,2020-01,493
2934,Princeton University,2020-02,508
2935,Princeton University,2020-03,1
2936,Princeton University,2020-09,49
2937,Princeton University,2020-10,637
2938,Princeton University,2020-11,848
2939,Princeton University,2021-01,75
2940,Princeton University,2021-02,25
2941,Princeton University,2021-03,361
2942,Princeton University,2021-04,61
2943,Princeton University,2021-05,80
2944,Princeton University,2021-06,338
2945,Princeton University,2021-07,204
2946,Princeton University,2021-08,239
2947,Princeton University,2021-09,567
2948,Princeton University,2021-10,135
2949,Princeton University,2021-11,96
2950,Princeton University,2021-12,360
2951,Princeton University,2022-01,447
2952,Princeton University,2022-02,332
2953,Princeton University,2022-03,616
2954,Princeton University,2022-04,691
2955,Princeton University,2022-05,938
2956,Princeton University,2022-06,450
2957,Princeton University,2022-07,444
2958,Princeton University,2022-08,420
2959,Princeton University,2022-09,485
2960,Princeton University,2022-10,76
2961,Princeton University,2022-11,54
2962,Princeton University,2022-12,189
2963,Princeton University,2023-01,1176
2964,Princeton University,2023-02,242
2965,Princeton University,2023-03,360
2966,Princeton University,2023-04,323
2967,Princeton University,2023-05,725
2968,Princeton University,2023-06,26
2970,Research Institute of Korean Studies,2016-05,2
2971,Research Institute of Korean Studies,2016-07,1
2972,Research Institute of Korean Studies,2018-05,3
2973,Research Institute of Korean Studies,2018-09,1
2974,San Francisco Public Library,2011-09,64
2975,San Francisco Public Library,2011-10,128
2976,San Francisco Public Library,2011-11,102
2977,San Francisco Public Library,2011-12,61
2978,San Francisco Public Library,2012-01,110
2979,San Francisco Public Library,2012-02,100
2980,San Francisco Public Library,2012-03,88
2981,San Francisco Public Library,2012-04,165
2982,San Francisco Public Library,2012-05,181
2983,San Francisco Public Library,2012-06,113
2984,San Francisco Public Library,2012-07,268
2985,San Francisco Public Library,2012-08,313
2986,San Francisco Public Library,2012-09,153
2987,San Francisco Public Library,2012-10,123
2988,San Francisco Public Library,2012-11,174
2989,San Francisco Public Library,2012-12,63
2990,San Francisco Public Library,2013-01,220
2991,San Francisco Public Library,2013-02,195
2992,San Francisco Public Library,2013-03,164
2993,San Francisco Public Library,2013-04,194
2994,San Francisco Public Library,2013-05,229
2995,San Francisco Public Library,2013-06,120
2996,San Francisco Public Library,2013-07,93
2997,San Francisco Public Library,2013-08,155
2998,San Francisco Public Library,2013-09,152
2999,San Francisco Public Library,2013-10,197
3000,San Francisco Public Library,2013-11,263
3001,San Francisco Public Library,2013-12,208
3002,San Francisco Public Library,2014-01,104
3003,San Francisco Public Library,2014-02,173
3004,San Francisco Public Library,2014-03,226
3005,San Francisco Public Library,2014-04,363
3006,San Francisco Public Library,2014-05,257
3007,San Francisco Public Library,2014-06,284
3008,San Francisco Public Library,2014-07,260
3009,San Francisco Public Library,2014-08,126
3010,San Francisco Public Library,2014-09,264
3011,San Francisco Public Library,2014-10,330
3012,San Francisco Public Library,2014-11,137
3013,San Francisco Public Library,2014-12,123
3014,San Francisco Public Library,2015-01,136
3015,San Francisco Public Library,2015-02,94
3016,San Francisco Public Library,2015-03,88
3017,San Francisco Public Library,2015-04,81
3018,San Francisco Public Library,2015-05,183
3019,San Francisco Public Library,2015-06,217
3020,San Francisco Public Library,2015-07,273
3021,San Francisco Public Library,2015-08,85
3022,San Francisco Public Library,2015-09,141
3023,San Francisco Public Library,2015-10,157
3024,San Francisco Public Library,2015-11,140
3025,San Francisco Public Library,2015-12,126
3026,San Francisco Public Library,2016-01,114
3027,San Francisco Public Library,2016-02,181
3028,San Francisco Public Library,2016-03,198
3029,San Francisco Public Library,2016-04,232
3030,San Francisco Public Library,2016-05,198
3031,San Francisco Public Library,2016-06,158
3032,San Francisco Public Library,2016-07,49
3033,San Francisco Public Library,2016-08,25
3034,San Francisco Public Library,2016-09,167
3035,San Francisco Public Library,2016-10,259
3036,San Francisco Public Library,2016-11,249
3037,San Francisco Public Library,2016-12,157
3038,San Francisco Public Library,2017-01,107
3039,San Francisco Public Library,2017-02,134
3040,San Francisco Public Library,2017-03,77
3041,San Francisco Public Library,2017-04,47
3042,San Francisco Public Library,2017-05,60
3043,San Francisco Public Library,2017-06,95
3045,Servants of knowledge,2019-02,7
3046,Servants of knowledge,2019-03,85
3047,Servants of knowledge,2019-04,189
3048,Servants of knowledge,2019-05,130
3049,Servants of knowledge,2019-06,302
3050,Servants of knowledge,2019-07,87
3052,Smithsonian Libraries and Archives,2007-08,20
3053,Smithsonian Libraries and Archives,2007-09,39
3054,Smithsonian Libraries and Archives,2007-10,54
3055,Smithsonian Libraries and Archives,2007-11,56
3056,Smithsonian Libraries and Archives,2007-12,19
3057,Smithsonian Libraries and Archives,2008-01,32
3058,Smithsonian Libraries and Archives,2008-02,5
3059,Smithsonian Libraries and Archives,2008-03,10
3060,Smithsonian Libraries and Archives,2008-04,6
3061,Smithsonian Libraries and Archives,2008-05,19
3062,Smithsonian Libraries and Archives,2008-06,21
3063,Smithsonian Libraries and Archives,2008-07,7
3064,Smithsonian Libraries and Archives,2008-08,52
3065,Smithsonian Libraries and Archives,2008-09,24
3066,Smithsonian Libraries and Archives,2008-10,64
3067,Smithsonian Libraries and Archives,2008-11,119
3068,Smithsonian Libraries and Archives,2008-12,156
3069,Smithsonian Libraries and Archives,2009-01,116
3070,Smithsonian Libraries and Archives,2009-02,147
3071,Smithsonian Libraries and Archives,2009-03,210
3072,Smithsonian Libraries and Archives,2009-04,119
3073,Smithsonian Libraries and Archives,2009-05,179
3074,Smithsonian Libraries and Archives,2009-06,141
3075,Smithsonian Libraries and Archives,2009-07,196
3076,Smithsonian Libraries and Archives,2009-08,150
3077,Smithsonian Libraries and Archives,2009-09,161
3078,Smithsonian Libraries and Archives,2009-10,124
3079,Smithsonian Libraries and Archives,2009-11,74
3080,Smithsonian Libraries and Archives,2009-12,106
3081,Smithsonian Libraries and Archives,2010-01,150
3082,Smithsonian Libraries and Archives,2010-02,93
3083,Smithsonian Libraries and Archives,2010-03,113
3084,Smithsonian Libraries and Archives,2010-04,89
3085,Smithsonian Libraries and Archives,2010-05,40
3086,Smithsonian Libraries and Archives,2010-06,86
3087,Smithsonian Libraries and Archives,2010-07,59
