,name,scan_day,operator,identifier,books_per_worker
56626,UIUC,2013-11-08,3,56,18.666666666666668
56627,UIUC,2013-11-11,3,69,23.0
56628,UIUC,2013-11-12,3,98,32.666666666666664
56629,UIUC,2013-11-13,2,68,34.0
56630,UIUC,2013-11-14,3,83,27.666666666666668
56631,UIUC,2013-11-15,1,29,29.0
56632,UIUC,2013-11-18,3,114,38.0
56633,UIUC,2013-11-19,3,125,41.666666666666664
56634,UIUC,2013-11-20,3,74,24.666666666666668
56635,UIUC,2013-11-21,3,114,38.0
56636,UIUC,2013-11-22,2,39,19.5
56637,UIUC,2013-11-25,3,92,30.666666666666668
56638,UIUC,2013-11-26,3,80,26.666666666666668
56639,UIUC,2013-11-27,1,24,24.0
56640,UIUC,2013-12-02,3,50,16.666666666666668
56641,UIUC,2013-12-03,2,27,13.5
56642,UIUC,2013-12-04,3,55,18.333333333333332
56643,UIUC,2013-12-05,3,81,27.0
56644,UIUC,2013-12-06,3,35,11.666666666666666
56645,UIUC,2013-12-09,3,103,34.333333333333336
56646,UIUC,2013-12-10,3,100,33.333333333333336
56647,UIUC,2013-12-11,3,103,34.333333333333336
56648,UIUC,2013-12-12,2,47,23.5
56649,UIUC,2013-12-13,3,16,5.333333333333333
56650,UIUC,2013-12-16,3,78,26.0
56651,UIUC,2013-12-17,3,121,40.333333333333336
56652,UIUC,2013-12-18,3,95,31.666666666666668
56653,UIUC,2013-12-19,3,75,25.0
56654,UIUC,2013-12-20,2,55,27.5
56655,UIUC,2013-12-23,2,85,42.5
56656,UIUC,2013-12-24,1,9,9.0
56657,UIUC,2014-01-02,2,25,12.5
56658,UIUC,2014-01-03,2,67,33.5
56659,UIUC,2014-01-07,2,78,39.0
56660,UIUC,2014-01-08,3,91,30.333333333333332
56661,UIUC,2014-01-09,3,108,36.0
56662,UIUC,2014-01-10,3,28,9.333333333333334
56663,UIUC,2014-01-13,3,40,13.333333333333334
56664,UIUC,2014-01-14,3,70,23.333333333333332
56665,UIUC,2014-01-15,2,13,6.5
56666,UIUC,2014-01-16,3,59,19.666666666666668
56667,UIUC,2014-01-17,3,81,27.0
56668,UIUC,2014-01-20,3,39,13.0
56669,UIUC,2014-01-21,3,70,23.333333333333332
56670,UIUC,2014-01-22,3,84,28.0
56671,UIUC,2014-01-23,3,100,33.333333333333336
56672,UIUC,2014-01-24,2,101,50.5
56673,UIUC,2014-01-27,2,34,17.0
56674,UIUC,2014-01-28,2,41,20.5
56675,UIUC,2014-01-29,2,42,21.0
56676,UIUC,2014-01-30,3,18,6.0
56677,UIUC,2014-01-31,3,15,5.0
56678,UIUC,2014-02-03,3,53,17.666666666666668
56679,UIUC,2014-02-04,3,21,7.0
56680,UIUC,2014-02-05,3,15,5.0
56681,UIUC,2014-02-06,3,25,8.333333333333334
56682,UIUC,2014-02-07,2,9,4.5
56683,UIUC,2014-02-10,2,26,13.0
56684,UIUC,2014-02-11,2,38,19.0
56685,UIUC,2014-02-12,2,22,11.0
56686,UIUC,2014-02-13,2,7,3.5
56687,UIUC,2014-02-14,3,14,4.666666666666667
56688,UIUC,2014-02-18,2,17,8.5
56689,UIUC,2014-02-19,2,23,11.5
56690,UIUC,2014-02-20,2,11,5.5
56691,UIUC,2014-02-21,2,11,5.5
56692,UIUC,2014-02-24,2,22,11.0
56693,UIUC,2014-02-25,2,21,10.5
56694,UIUC,2014-02-26,2,21,10.5
56695,UIUC,2014-02-27,2,8,4.0
56696,UIUC,2014-02-28,2,23,11.5
56697,UIUC,2014-03-03,3,14,4.666666666666667
56698,UIUC,2014-03-04,2,18,9.0
56699,UIUC,2014-03-05,2,33,16.5
56700,UIUC,2014-03-06,2,18,9.0
56701,UIUC,2014-03-07,3,46,15.333333333333334
56702,UIUC,2014-03-10,2,8,4.0
56703,UIUC,2014-03-11,2,15,7.5
56704,UIUC,2014-03-12,2,12,6.0
56705,UIUC,2014-03-13,3,23,7.666666666666667
56706,UIUC,2014-03-14,2,17,8.5
56707,UIUC,2014-03-17,3,15,5.0
56708,UIUC,2014-03-18,3,12,4.0
56709,UIUC,2014-03-19,2,21,10.5
56710,UIUC,2014-03-20,3,13,4.333333333333333
56711,UIUC,2014-03-21,1,8,8.0
56712,UIUC,2014-03-24,3,13,4.333333333333333
56713,UIUC,2014-03-25,2,20,10.0
56714,UIUC,2014-03-26,3,18,6.0
56715,UIUC,2014-03-27,2,10,5.0
56716,UIUC,2014-03-28,2,23,11.5
56717,UIUC,2014-03-31,3,15,5.0
56718,UIUC,2014-04-01,3,19,6.333333333333333
56719,UIUC,2014-04-02,3,21,7.0
56720,UIUC,2014-04-03,3,19,6.333333333333333
56721,UIUC,2014-04-04,2,12,6.0
56722,UIUC,2014-04-07,3,16,5.333333333333333
56723,UIUC,2014-04-08,2,16,8.0
56724,UIUC,2014-04-09,3,10,3.3333333333333335
56725,UIUC,2014-04-10,3,12,4.0
56726,UIUC,2014-04-11,2,14,7.0
56727,UIUC,2014-04-14,2,33,16.5
56728,UIUC,2014-04-15,2,34,17.0
56729,UIUC,2014-04-16,2,23,11.5
56730,UIUC,2014-04-17,2,8,4.0
56731,UIUC,2014-04-18,2,15,7.5
56732,UIUC,2014-04-21,2,20,10.0
56733,UIUC,2014-04-22,2,21,10.5
56734,UIUC,2014-04-23,2,14,7.0
56735,UIUC,2014-04-24,2,11,5.5
56736,UIUC,2014-04-25,2,16,8.0
56737,UIUC,2014-04-28,3,12,4.0
56738,UIUC,2014-04-29,3,19,6.333333333333333
56739,UIUC,2014-04-30,3,23,7.666666666666667
56740,UIUC,2014-05-01,3,17,5.666666666666667
56741,UIUC,2014-05-02,2,9,4.5
56742,UIUC,2014-05-05,2,10,5.0
56743,UIUC,2014-05-06,3,10,3.3333333333333335
56744,UIUC,2014-05-07,3,28,9.333333333333334
56745,UIUC,2014-05-08,2,7,3.5
56746,UIUC,2014-05-09,2,13,6.5
56747,UIUC,2014-05-12,3,9,3.0
56748,UIUC,2014-05-13,2,20,10.0
56749,UIUC,2014-05-14,3,35,11.666666666666666
56750,UIUC,2014-05-15,2,3,1.5
56751,UIUC,2014-05-16,3,17,5.666666666666667
56752,UIUC,2014-05-19,3,29,9.666666666666666
56753,UIUC,2014-05-20,3,37,12.333333333333334
56754,UIUC,2014-05-21,3,18,6.0
56755,UIUC,2014-05-22,3,15,5.0
56756,UIUC,2014-05-23,3,21,7.0
56757,UIUC,2014-05-27,3,22,7.333333333333333
56758,UIUC,2014-05-28,3,26,8.666666666666666
56759,UIUC,2014-05-29,3,13,4.333333333333333
56760,UIUC,2014-05-30,3,11,3.6666666666666665
56761,UIUC,2014-06-02,3,26,8.666666666666666
56762,UIUC,2014-06-03,3,11,3.6666666666666665
56763,UIUC,2014-06-04,3,23,7.666666666666667
56764,UIUC,2014-06-05,3,23,7.666666666666667
56765,UIUC,2014-06-06,2,7,3.5
56766,UIUC,2014-06-09,3,18,6.0
56767,UIUC,2014-06-10,3,24,8.0
56768,UIUC,2014-06-11,3,24,8.0
56769,UIUC,2014-06-12,3,23,7.666666666666667
56770,UIUC,2014-06-13,3,27,9.0
56771,UIUC,2014-06-16,3,28,9.333333333333334
56772,UIUC,2014-06-17,3,98,32.666666666666664
56773,UIUC,2014-06-18,3,29,9.666666666666666
56774,UIUC,2014-06-19,3,17,5.666666666666667
56775,UIUC,2014-06-20,3,19,6.333333333333333
56776,UIUC,2014-06-23,3,34,11.333333333333334
56777,UIUC,2014-06-24,3,28,9.333333333333334
56778,UIUC,2014-06-25,3,26,8.666666666666666
56779,UIUC,2014-06-26,3,17,5.666666666666667
56780,UIUC,2014-06-27,3,15,5.0
56781,UIUC,2014-06-30,3,22,7.333333333333333
56782,UIUC,2014-07-01,2,19,9.5
56783,UIUC,2014-07-02,3,14,4.666666666666667
56784,UIUC,2014-07-07,3,23,7.666666666666667
56785,UIUC,2014-07-08,3,18,6.0
56786,UIUC,2014-07-09,3,17,5.666666666666667
56787,UIUC,2014-07-10,2,16,8.0
56788,UIUC,2014-07-11,2,32,16.0
56789,UIUC,2014-07-14,3,38,12.666666666666666
56790,UIUC,2014-07-15,3,33,11.0
56791,UIUC,2014-07-16,3,31,10.333333333333334
56792,UIUC,2014-07-17,3,23,7.666666666666667
56793,UIUC,2014-07-18,3,15,5.0
56794,UIUC,2014-07-21,3,19,6.333333333333333
56795,UIUC,2014-07-22,3,30,10.0
56796,UIUC,2014-07-23,3,41,13.666666666666666
56797,UIUC,2014-07-24,3,19,6.333333333333333
56798,UIUC,2014-07-25,3,28,9.333333333333334
56799,UIUC,2014-07-28,3,31,10.333333333333334
56800,UIUC,2014-07-29,3,51,17.0
56801,UIUC,2014-07-30,3,22,7.333333333333333
56802,UIUC,2014-07-31,3,21,7.0
56803,UIUC,2014-08-01,3,10,3.3333333333333335
56804,UIUC,2014-08-04,3,21,7.0
56805,UIUC,2014-08-05,3,28,9.333333333333334
56806,UIUC,2014-08-06,3,22,7.333333333333333
56807,UIUC,2014-08-07,3,43,14.333333333333334
56808,UIUC,2014-08-08,3,15,5.0
56809,UIUC,2014-08-11,3,23,7.666666666666667
56810,UIUC,2014-08-12,3,17,5.666666666666667
56811,UIUC,2014-08-13,3,14,4.666666666666667
56812,UIUC,2014-08-14,3,29,9.666666666666666
56813,UIUC,2014-08-15,3,11,3.6666666666666665
56814,UIUC,2014-08-18,3,15,5.0
56815,UIUC,2014-08-19,3,30,10.0
56816,UIUC,2014-08-20,3,24,8.0
56817,UIUC,2014-08-21,3,17,5.666666666666667
56818,UIUC,2014-08-22,3,6,2.0
56819,UIUC,2014-08-25,3,18,6.0
56820,UIUC,2014-08-26,3,22,7.333333333333333
56821,UIUC,2014-08-27,3,14,4.666666666666667
56822,UIUC,2014-08-28,3,19,6.333333333333333
56823,UIUC,2014-08-29,3,8,2.6666666666666665
56824,UIUC,2014-09-02,3,12,4.0
56825,UIUC,2014-09-03,2,17,8.5
56826,UIUC,2014-09-04,3,25,8.333333333333334
56827,UIUC,2014-09-05,3,17,5.666666666666667
56828,UIUC,2014-09-08,3,22,7.333333333333333
56829,UIUC,2014-09-09,3,25,8.333333333333334
56830,UIUC,2014-09-10,3,22,7.333333333333333
56831,UIUC,2014-09-11,3,21,7.0
56832,UIUC,2014-09-12,2,11,5.5
56833,UIUC,2014-09-15,3,20,6.666666666666667
56834,UIUC,2014-09-16,3,19,6.333333333333333
56835,UIUC,2014-09-17,3,23,7.666666666666667
56836,UIUC,2014-09-18,3,11,3.6666666666666665
56837,UIUC,2014-09-22,3,33,11.0
56838,UIUC,2014-09-23,3,31,10.333333333333334
56839,UIUC,2014-09-24,2,14,7.0
56840,UIUC,2014-09-25,3,18,6.0
56841,UIUC,2014-09-26,3,11,3.6666666666666665
56842,UIUC,2014-09-29,2,3,1.5
56843,UIUC,2014-09-30,2,11,5.5
56844,UIUC,2014-10-01,2,69,34.5
56845,UIUC,2014-10-02,2,11,5.5
56846,UIUC,2014-10-03,1,9,9.0
56847,UIUC,2014-10-06,2,19,9.5
56848,UIUC,2014-10-07,2,11,5.5
56849,UIUC,2014-10-08,2,13,6.5
56850,UIUC,2014-10-09,2,8,4.0
56851,UIUC,2014-10-10,2,10,5.0
56852,UIUC,2014-10-13,2,2,1.0
56853,UIUC,2014-10-15,1,1,1.0
56854,UIUC,2014-10-16,1,1,1.0
56855,UIUC,2014-10-20,2,5,2.5
56856,UIUC,2014-10-27,1,1,1.0
56857,UIUC,2014-10-29,1,1,1.0
56858,UIUC,2014-10-30,2,2,1.0
56859,UIUC,2014-10-31,1,1,1.0
56860,UIUC,2014-11-04,2,26,13.0
56861,UIUC,2014-11-05,2,6,3.0
56862,UIUC,2014-11-07,1,1,1.0
56863,UIUC,2014-11-10,1,1,1.0
56864,UIUC,2014-11-11,1,9,9.0
56865,UIUC,2014-11-17,2,7,3.5
56866,UIUC,2014-12-01,1,1,1.0
56867,UIUC,2014-12-03,1,1,1.0
56868,UIUC,2014-12-04,1,1,1.0
56869,UIUC,2014-12-09,1,1,1.0
56870,UIUC,2014-12-11,1,1,1.0
56871,UIUC,2014-12-16,2,2,1.0
56872,UIUC,2014-12-19,1,1,1.0
56873,UIUC,2014-12-22,3,10,3.3333333333333335
56874,UIUC,2014-12-23,3,12,4.0
56875,UIUC,2015-01-05,2,12,6.0
56876,UIUC,2015-01-06,2,9,4.5
56877,UIUC,2015-01-07,2,14,7.0
56878,UIUC,2015-01-08,2,13,6.5
56879,UIUC,2015-01-09,2,4,2.0
56880,UIUC,2015-01-12,3,11,3.6666666666666665
56881,UIUC,2015-01-13,1,1,1.0
56882,UIUC,2015-01-14,2,2,1.0
56883,UIUC,2015-01-15,1,1,1.0
56884,UIUC,2015-01-16,2,2,1.0
56885,UIUC,2015-01-20,3,4,1.3333333333333333
56886,UIUC,2015-01-21,3,18,6.0
56887,UIUC,2015-01-22,3,30,10.0
56888,UIUC,2015-01-23,3,23,7.666666666666667
56889,UIUC,2015-01-26,3,21,7.0
56890,UIUC,2015-01-27,2,23,11.5
56891,UIUC,2015-01-28,2,20,10.0
56892,UIUC,2015-01-29,2,18,9.0
56893,UIUC,2015-01-30,2,8,4.0
56894,UIUC,2015-02-02,2,23,11.5
56895,UIUC,2015-02-03,2,18,9.0
56896,UIUC,2015-02-04,3,19,6.333333333333333
56897,UIUC,2015-02-05,3,12,4.0
56898,UIUC,2015-02-06,3,17,5.666666666666667
56899,UIUC,2015-02-09,3,39,13.0
56900,UIUC,2015-02-10,4,21,5.25
56901,UIUC,2015-02-11,3,17,5.666666666666667
56902,UIUC,2015-02-12,3,31,10.333333333333334
56903,UIUC,2015-02-13,3,20,6.666666666666667
56904,UIUC,2015-02-17,3,32,10.666666666666666
56905,UIUC,2015-02-18,4,17,4.25
56906,UIUC,2015-02-19,3,28,9.333333333333334
56907,UIUC,2015-02-20,2,22,11.0
56908,UIUC,2015-02-23,3,28,9.333333333333334
56909,UIUC,2015-02-24,3,27,9.0
56910,UIUC,2015-02-25,2,19,9.5
56911,UIUC,2015-02-26,3,22,7.333333333333333
56912,UIUC,2015-02-27,3,32,10.666666666666666
56913,UIUC,2015-03-02,4,33,8.25
56914,UIUC,2015-03-03,3,5,1.6666666666666667
56915,UIUC,2015-03-04,3,39,13.0
56916,UIUC,2015-03-05,3,26,8.666666666666666
56917,UIUC,2015-03-06,3,32,10.666666666666666
56918,UIUC,2015-03-09,3,29,9.666666666666666
56919,UIUC,2015-03-10,3,26,8.666666666666666
56920,UIUC,2015-03-11,3,37,12.333333333333334
56921,UIUC,2015-03-12,3,14,4.666666666666667
56922,UIUC,2015-03-13,1,3,3.0
56923,UIUC,2015-03-16,2,10,5.0
56924,UIUC,2015-03-17,3,45,15.0
56925,UIUC,2015-03-18,2,25,12.5
56926,UIUC,2015-03-19,2,25,12.5
56927,UIUC,2015-03-20,2,14,7.0
56928,UIUC,2015-03-23,2,28,14.0
56929,UIUC,2015-03-24,2,21,10.5
56930,UIUC,2015-03-25,3,39,13.0
56931,UIUC,2015-03-26,2,21,10.5
56932,UIUC,2015-03-27,2,32,16.0
56933,UIUC,2015-03-30,2,23,11.5
56934,UIUC,2015-03-31,2,20,10.0
56935,UIUC,2015-04-01,3,11,3.6666666666666665
56936,UIUC,2015-04-02,3,37,12.333333333333334
56937,UIUC,2015-04-03,2,24,12.0
56938,UIUC,2015-04-06,3,24,8.0
56939,UIUC,2015-04-07,2,17,8.5
56940,UIUC,2015-04-08,3,46,15.333333333333334
56941,UIUC,2015-04-09,2,37,18.5
56942,UIUC,2015-04-10,2,25,12.5
56943,UIUC,2015-04-13,2,27,13.5
56944,UIUC,2015-04-14,2,26,13.0
56945,UIUC,2015-04-15,2,24,12.0
56946,UIUC,2015-04-16,2,15,7.5
56947,UIUC,2015-04-17,2,16,8.0
56948,UIUC,2015-04-20,2,31,15.5
56949,UIUC,2015-04-21,2,22,11.0
56950,UIUC,2015-04-22,2,8,4.0
56951,UIUC,2015-04-23,2,13,6.5
56952,UIUC,2015-04-24,2,12,6.0
56953,UIUC,2015-04-27,2,10,5.0
56954,UIUC,2015-04-28,2,16,8.0
56955,UIUC,2015-04-29,1,5,5.0
56956,UIUC,2015-04-30,2,19,9.5
56957,UIUC,2015-05-01,2,16,8.0
56958,UIUC,2015-05-04,2,11,5.5
56959,UIUC,2015-05-05,2,10,5.0
56960,UIUC,2015-05-06,2,16,8.0
56961,UIUC,2015-05-07,2,16,8.0
56962,UIUC,2015-05-08,2,16,8.0
56963,UIUC,2015-05-11,2,18,9.0
56964,UIUC,2015-05-12,3,13,4.333333333333333
56965,UIUC,2015-05-13,2,26,13.0
56966,UIUC,2015-05-14,2,18,9.0
56967,UIUC,2015-05-15,2,15,7.5
56968,UIUC,2015-05-18,2,20,10.0
56969,UIUC,2015-05-19,2,18,9.0
56970,UIUC,2015-05-20,1,6,6.0
56971,UIUC,2015-05-21,3,20,6.666666666666667
56972,UIUC,2015-05-22,4,41,10.25
56973,UIUC,2015-05-26,2,9,4.5
56974,UIUC,2015-05-27,3,14,4.666666666666667
56975,UIUC,2015-05-28,3,16,5.333333333333333
56976,UIUC,2015-05-29,3,15,5.0
56977,UIUC,2015-06-01,1,7,7.0
56978,UIUC,2015-06-02,3,22,7.333333333333333
56979,UIUC,2015-06-03,3,13,4.333333333333333
56980,UIUC,2015-06-04,2,17,8.5
56981,UIUC,2015-06-05,3,20,6.666666666666667
56982,UIUC,2015-06-08,2,9,4.5
56983,UIUC,2015-06-09,2,14,7.0
56984,UIUC,2015-06-10,3,18,6.0
56985,UIUC,2015-06-11,2,21,10.5
56986,UIUC,2015-06-12,3,16,5.333333333333333
56987,UIUC,2015-06-15,3,16,5.333333333333333
56988,UIUC,2015-06-16,3,20,6.666666666666667
56989,UIUC,2015-06-17,3,29,9.666666666666666
56990,UIUC,2015-06-18,2,12,6.0
56991,UIUC,2015-06-19,1,13,13.0
56992,UIUC,2015-06-22,2,19,9.5
56993,UIUC,2015-06-23,3,19,6.333333333333333
56994,UIUC,2015-06-24,2,17,8.5
56995,UIUC,2015-06-25,3,22,7.333333333333333
56996,UIUC,2015-06-26,2,16,8.0
56997,UIUC,2015-06-29,2,19,9.5
56998,UIUC,2015-06-30,2,10,5.0
56999,UIUC,2015-07-01,3,16,5.333333333333333
57000,UIUC,2015-07-02,2,21,10.5
57001,UIUC,2015-07-06,2,16,8.0
57002,UIUC,2015-07-07,2,7,3.5
57003,UIUC,2015-07-08,3,19,6.333333333333333
57004,UIUC,2015-07-09,2,13,6.5
57005,UIUC,2015-07-10,2,15,7.5
57006,UIUC,2015-07-13,2,16,8.0
57007,UIUC,2015-07-14,2,12,6.0
57008,UIUC,2015-07-15,2,14,7.0
57009,UIUC,2015-07-16,2,16,8.0
57010,UIUC,2015-07-17,2,19,9.5
57011,UIUC,2015-07-20,1,8,8.0
57012,UIUC,2015-07-21,1,8,8.0
57013,UIUC,2015-07-22,3,12,4.0
57014,UIUC,2015-07-23,2,8,4.0
57015,UIUC,2015-07-24,2,12,6.0
57016,UIUC,2015-07-27,1,9,9.0
57017,UIUC,2015-07-28,1,11,11.0
57018,UIUC,2015-07-29,1,10,10.0
57019,UIUC,2015-07-30,2,18,9.0
57020,UIUC,2015-07-31,1,13,13.0
57021,UIUC,2015-08-03,1,12,12.0
57022,UIUC,2015-08-04,1,11,11.0
57023,UIUC,2015-08-05,2,13,6.5
57024,UIUC,2015-08-06,1,9,9.0
57025,UIUC,2015-08-10,1,6,6.0
57026,UIUC,2015-08-11,2,10,5.0
57027,UIUC,2015-08-12,1,9,9.0
57028,UIUC,2015-08-13,3,17,5.666666666666667
57029,UIUC,2015-08-14,2,10,5.0
57030,UIUC,2015-08-17,1,7,7.0
57031,UIUC,2015-08-18,1,5,5.0
57032,UIUC,2015-08-19,2,12,6.0
57033,UIUC,2015-08-20,2,19,9.5
57034,UIUC,2015-08-21,1,7,7.0
57035,UIUC,2015-08-24,2,5,2.5
57036,UIUC,2015-08-25,2,9,4.5
57037,UIUC,2015-08-26,2,16,8.0
57038,UIUC,2015-08-27,1,13,13.0
57039,UIUC,2015-08-28,1,9,9.0
57040,UIUC,2015-08-31,1,5,5.0
57041,UIUC,2015-09-01,3,13,4.333333333333333
57042,UIUC,2015-09-02,2,10,5.0
57043,UIUC,2015-09-03,1,10,10.0
57044,UIUC,2015-09-04,1,13,13.0
57045,UIUC,2015-09-08,2,15,7.5
57046,UIUC,2015-09-09,1,4,4.0
57047,UIUC,2015-09-10,2,16,8.0
57048,UIUC,2015-09-11,1,10,10.0
57049,UIUC,2015-09-14,1,10,10.0
57050,UIUC,2015-09-15,2,21,10.5
57051,UIUC,2015-09-16,1,7,7.0
57052,UIUC,2015-09-17,1,7,7.0
57053,UIUC,2015-09-18,1,1,1.0
57054,UIUC,2015-09-21,1,6,6.0
57055,UIUC,2015-09-22,2,11,5.5
57056,UIUC,2015-09-23,2,18,9.0
57057,UIUC,2015-09-24,1,11,11.0
57058,UIUC,2015-09-25,1,9,9.0
57059,UIUC,2015-09-28,1,3,3.0
57060,UIUC,2015-09-29,2,12,6.0
57061,UIUC,2015-09-30,1,12,12.0
57062,UIUC,2015-10-01,2,12,6.0
57063,UIUC,2015-10-02,2,15,7.5
57064,UIUC,2015-10-05,2,14,7.0
57065,UIUC,2015-10-06,1,5,5.0
57066,UIUC,2015-10-07,3,10,3.3333333333333335
57067,UIUC,2015-10-08,1,7,7.0
57068,UIUC,2015-10-09,1,11,11.0
57069,UIUC,2015-10-12,1,8,8.0
57070,UIUC,2015-10-13,2,9,4.5
57071,UIUC,2015-10-14,1,4,4.0
57072,UIUC,2015-10-15,1,5,5.0
57073,UIUC,2015-10-16,1,4,4.0
57074,UIUC,2015-10-19,2,14,7.0
57075,UIUC,2015-10-20,2,5,2.5
57076,UIUC,2015-10-21,2,7,3.5
57077,UIUC,2015-10-22,2,19,9.5
57078,UIUC,2015-10-23,2,11,5.5
57079,UIUC,2015-10-26,2,8,4.0
57080,UIUC,2015-10-27,2,5,2.5
57081,UIUC,2015-10-28,3,19,6.333333333333333
57082,UIUC,2015-10-29,2,11,5.5
57083,UIUC,2015-10-30,2,12,6.0
57084,UIUC,2015-11-02,2,14,7.0
57085,UIUC,2015-11-03,1,9,9.0
57086,UIUC,2015-11-04,1,11,11.0
57087,UIUC,2015-11-05,2,10,5.0
57088,UIUC,2015-11-06,2,11,5.5
57089,UIUC,2015-11-09,1,6,6.0
57090,UIUC,2015-11-10,2,14,7.0
57091,UIUC,2015-11-11,2,15,7.5
57092,UIUC,2015-11-12,2,12,6.0
57093,UIUC,2015-11-13,2,8,4.0
57094,UIUC,2015-11-16,2,10,5.0
57095,UIUC,2015-11-17,3,18,6.0
57096,UIUC,2015-11-18,2,21,10.5
57097,UIUC,2015-11-19,2,11,5.5
57098,UIUC,2015-11-20,3,15,5.0
57099,UIUC,2015-11-23,1,5,5.0
57100,UIUC,2015-11-24,2,10,5.0
57101,UIUC,2015-11-25,2,16,8.0
57102,UIUC,2015-11-30,2,19,9.5
57103,UIUC,2015-12-01,2,10,5.0
57104,UIUC,2015-12-02,2,23,11.5
57105,UIUC,2015-12-03,2,46,23.0
57106,UIUC,2015-12-04,2,23,11.5
57107,UIUC,2015-12-07,1,8,8.0
57108,UIUC,2015-12-08,3,11,3.6666666666666665
57109,UIUC,2015-12-09,3,17,5.666666666666667
57110,UIUC,2015-12-10,2,11,5.5
57111,UIUC,2015-12-11,2,10,5.0
57112,UIUC,2015-12-14,3,13,4.333333333333333
57113,UIUC,2015-12-15,3,11,3.6666666666666665
57114,UIUC,2015-12-16,1,3,3.0
57115,UIUC,2015-12-17,3,10,3.3333333333333335
57116,UIUC,2015-12-18,3,49,16.333333333333332
57117,UIUC,2015-12-21,1,42,42.0
57118,UIUC,2015-12-22,1,26,26.0
57119,UIUC,2015-12-23,1,6,6.0
57120,UIUC,2015-12-24,2,25,12.5
57121,UIUC,2016-01-04,2,18,9.0
57122,UIUC,2016-01-05,2,23,11.5
57123,UIUC,2016-01-06,2,56,28.0
57124,UIUC,2016-01-07,2,36,18.0
57125,UIUC,2016-01-08,2,8,4.0
57126,UIUC,2016-01-11,3,11,3.6666666666666665
57127,UIUC,2016-01-12,4,32,8.0
57128,UIUC,2016-01-13,3,9,3.0
57129,UIUC,2016-01-14,2,5,2.5
57130,UIUC,2016-01-15,2,15,7.5
57131,UIUC,2016-01-18,1,3,3.0
57132,UIUC,2016-01-19,2,16,8.0
57133,UIUC,2016-01-20,2,9,4.5
57134,UIUC,2016-01-21,2,15,7.5
57135,UIUC,2016-01-22,3,14,4.666666666666667
57136,UIUC,2016-01-25,2,13,6.5
57137,UIUC,2016-01-26,2,8,4.0
57138,UIUC,2016-01-27,3,15,5.0
57139,UIUC,2016-01-28,2,17,8.5
57140,UIUC,2016-01-29,2,9,4.5
57141,UIUC,2016-02-01,2,16,8.0
57142,UIUC,2016-02-02,2,9,4.5
57143,UIUC,2016-02-03,1,4,4.0
57144,UIUC,2016-02-04,2,14,7.0
57145,UIUC,2016-02-05,3,35,11.666666666666666
57146,UIUC,2016-02-08,3,47,15.666666666666666
57147,UIUC,2016-02-09,2,21,10.5
57148,UIUC,2016-02-10,3,30,10.0
57149,UIUC,2016-02-11,2,40,20.0
57150,UIUC,2016-02-12,2,25,12.5
57151,UIUC,2016-02-16,2,20,10.0
57152,UIUC,2016-02-17,2,6,3.0
57153,UIUC,2016-02-18,3,7,2.3333333333333335
57154,UIUC,2016-02-19,3,44,14.666666666666666
57155,UIUC,2016-02-22,2,8,4.0
57156,UIUC,2016-02-23,1,25,25.0
57157,UIUC,2016-02-24,3,26,8.666666666666666
57158,UIUC,2016-02-25,3,18,6.0
57159,UIUC,2016-02-26,3,38,12.666666666666666
57160,UIUC,2016-02-29,4,53,13.25
57161,UIUC,2016-03-01,2,12,6.0
57162,UIUC,2016-03-02,2,15,7.5
57163,UIUC,2016-03-03,2,27,13.5
57164,UIUC,2016-03-04,3,18,6.0
57165,UIUC,2016-03-07,3,20,6.666666666666667
57166,UIUC,2016-03-08,4,54,13.5
57167,UIUC,2016-03-09,3,14,4.666666666666667
57168,UIUC,2016-03-10,3,9,3.0
57169,UIUC,2016-03-11,3,7,2.3333333333333335
57170,UIUC,2016-03-14,2,6,3.0
57171,UIUC,2016-03-15,2,6,3.0
57172,UIUC,2016-03-16,3,74,24.666666666666668
57173,UIUC,2016-03-17,3,57,19.0
57174,UIUC,2016-03-21,2,49,24.5
57175,UIUC,2016-03-22,2,32,16.0
57176,UIUC,2016-03-23,2,11,5.5
57177,UIUC,2016-03-24,2,15,7.5
57178,UIUC,2016-03-25,3,19,6.333333333333333
57179,UIUC,2016-03-28,1,4,4.0
57180,UIUC,2016-03-29,3,36,12.0
57181,UIUC,2016-03-30,1,1,1.0
57182,UIUC,2016-03-31,3,20,6.666666666666667
57183,UIUC,2016-04-01,3,48,16.0
57184,UIUC,2016-04-04,1,7,7.0
57185,UIUC,2016-04-05,1,17,17.0
57186,UIUC,2016-04-06,3,27,9.0
57187,UIUC,2016-04-07,3,17,5.666666666666667
57188,UIUC,2016-04-08,3,13,4.333333333333333
57189,UIUC,2016-04-11,3,13,4.333333333333333
57190,UIUC,2016-04-12,2,13,6.5
57191,UIUC,2016-04-13,3,20,6.666666666666667
57192,UIUC,2016-04-14,3,8,2.6666666666666665
57193,UIUC,2016-04-15,3,9,3.0
57194,UIUC,2016-04-18,3,19,6.333333333333333
57195,UIUC,2016-04-19,2,8,4.0
57196,UIUC,2016-04-20,2,6,3.0
57197,UIUC,2016-04-21,2,8,4.0
57198,UIUC,2016-04-22,3,59,19.666666666666668
57199,UIUC,2016-04-25,2,4,2.0
57200,UIUC,2016-04-26,3,16,5.333333333333333
57201,UIUC,2016-04-27,2,18,9.0
57202,UIUC,2016-04-28,2,8,4.0
