,name,month_year,books_scanned
3520,UCLA,2007-02,3290
3521,UCLA,2007-03,3865
3522,UCLA,2007-04,3389
3523,UCLA,2007-05,3426
3524,UCLA,2007-06,3900
3525,UCLA,2007-07,3499
3526,UCLA,2007-08,3947
3527,UCLA,2007-09,3395
3528,UCLA,2007-10,3677
3529,UCLA,2007-11,3485
3530,UCLA,2007-12,2337
3531,UCLA,2008-01,3648
3532,UCLA,2008-02,4603
3533,UCLA,2008-03,4543
3534,UCLA,2008-04,4227
3535,UCLA,2008-05,3240
3536,UCLA,2008-06,2809
3537,UCLA,2008-07,3495
3538,UCLA,2008-08,4040
3539,UCLA,2008-09,3736
3540,UCLA,2008-10,3629
3541,UCLA,2008-11,2047
3542,UCLA,2008-12,2002
3543,UCLA,2009-01,2020
3544,UCLA,2009-02,1726
3545,UCLA,2009-03,1997
3546,UCLA,2009-04,2204
3547,UCLA,2009-05,2022
3548,UCLA,2009-06,2356
3549,UCLA,2009-07,2473
3550,UCLA,2009-08,2116
3551,UCLA,2009-09,1530
3552,UCLA,2009-10,2184
3553,UCLA,2009-11,1919
3554,UCLA,2009-12,1545
3555,UCLA,2010-01,1901
3556,UCLA,2010-02,1635
3557,UCLA,2010-03,2101
3558,UCLA,2010-04,1826
3559,UCLA,2010-05,1543
3560,UCLA,2010-06,1748
3561,UCLA,2010-07,1483
3562,UCLA,2010-08,1454
3563,UCLA,2010-09,1610
3564,UCLA,2010-10,1682
3565,UCLA,2010-11,1718
3566,UCLA,2010-12,754
3567,UCLA,2011-01,117
3568,UCLA,2011-02,115
3569,UCLA,2011-03,131
3570,UCLA,2011-04,122
3571,UCLA,2011-05,131
3572,UCLA,2011-06,105
3573,UCLA,2011-07,108
3574,UCLA,2011-08,120
3575,UCLA,2011-09,126
3576,UCLA,2011-10,147
3577,UCLA,2011-11,113
3578,UCLA,2011-12,80
3579,UCLA,2012-01,70
3580,UCLA,2012-02,66
3581,UCLA,2012-03,74
3582,UCLA,2012-04,90
3583,UCLA,2012-05,109
3584,UCLA,2012-06,102
3585,UCLA,2012-07,47
3586,UCLA,2012-08,81
3587,UCLA,2012-09,86
3588,UCLA,2012-10,85
3589,UCLA,2012-11,63
3590,UCLA,2012-12,53
3591,UCLA,2013-01,54
3592,UCLA,2013-02,62
3593,UCLA,2013-03,73
3594,UCLA,2013-04,62
3595,UCLA,2013-05,46
3596,UCLA,2013-06,39
3597,UCLA,2013-07,33
3598,UCLA,2013-08,48
3599,UCLA,2013-09,39
3600,UCLA,2013-10,66
3601,UCLA,2013-11,49
3602,UCLA,2013-12,112
3603,UCLA,2014-01,157
3604,UCLA,2014-02,151
3605,UCLA,2014-03,139
3606,UCLA,2014-04,144
3607,UCLA,2014-05,153
3608,UCLA,2014-06,187
3609,UCLA,2014-07,176
3610,UCLA,2014-08,171
3611,UCLA,2014-09,159
3612,UCLA,2014-10,183
3613,UCLA,2014-11,144
3614,UCLA,2014-12,158
3615,UCLA,2015-01,208
3616,UCLA,2015-02,133
3617,UCLA,2015-03,45
3618,UCLA,2015-04,32
3619,UCLA,2015-05,91
3620,UCLA,2015-06,139
3621,UCLA,2015-07,111
3622,UCLA,2015-08,164
3623,UCLA,2015-09,81
3624,UCLA,2015-10,245
3625,UCLA,2015-11,248
3626,UCLA,2015-12,200
3627,UCLA,2016-01,252
3628,UCLA,2016-02,279
3629,UCLA,2016-03,253
3630,UCLA,2016-04,240
3631,UCLA,2016-05,239
3632,UCLA,2016-06,70
3633,UCLA,2016-07,43
3634,UCLA,2016-08,117
3635,UCLA,2016-09,97
3636,UCLA,2016-10,69
3637,UCLA,2016-11,51
3638,UCLA,2016-12,199
3639,UCLA,2017-01,245
3640,UCLA,2017-02,228
3641,UCLA,2017-03,292
3642,UCLA,2017-04,349
3643,UCLA,2017-05,282
3644,UCLA,2017-06,294
3645,UCLA,2017-07,293
3646,UCLA,2017-08,249
3647,UCLA,2017-09,258
3648,UCLA,2017-10,319
3649,UCLA,2017-11,266
3650,UCLA,2017-12,163
3651,UCLA,2018-01,404
3652,UCLA,2018-02,282
3653,UCLA,2018-03,323
3654,UCLA,2018-04,271
3655,UCLA,2018-05,364
3656,UCLA,2018-06,337
3657,UCLA,2018-07,326
3658,UCLA,2018-08,286
3659,UCLA,2018-09,160
3660,UCLA,2018-10,152
3661,UCLA,2018-11,105
3662,UCLA,2018-12,128
3663,UCLA,2019-01,205
3664,UCLA,2019-02,162
3665,UCLA,2019-03,130
3666,UCLA,2019-04,159
3667,UCLA,2019-05,139
3668,UCLA,2019-06,155
3669,UCLA,2019-07,176
3670,UCLA,2019-08,151
3671,UCLA,2019-09,119
3672,UCLA,2019-10,121
3673,UCLA,2019-11,90
3674,UCLA,2019-12,153
3675,UCLA,2020-01,163
3676,UCLA,2020-02,141
3677,UCLA,2020-03,71
3678,UCLA,2020-07,1
3679,UCLA,2021-10,72
3680,UCLA,2021-11,63
3681,UCLA,2021-12,85
3682,UCLA,2022-01,8
3683,UCLA,2022-02,62
3684,UCLA,2022-03,108
3685,UCLA,2022-04,60
3686,UCLA,2022-05,73
3687,UCLA,2022-06,91
3688,UCLA,2022-07,79
3689,UCLA,2022-08,67
3690,UCLA,2022-09,104
3691,UCLA,2022-10,89
3692,UCLA,2022-11,61
3693,UCLA,2022-12,103
3694,UCLA,2023-01,113
3695,UCLA,2023-02,88
3696,UCLA,2023-03,66
3697,UCLA,2023-04,178
3698,UCLA,2023-05,76
3699,UCLA,2023-06,1
3701,UIUC,2001-12,3
3702,UIUC,2007-02,42
3703,UIUC,2007-03,322
3704,UIUC,2007-04,284
3705,UIUC,2007-05,352
3706,UIUC,2007-06,258
3707,UIUC,2007-07,171
3708,UIUC,2007-08,339
3709,UIUC,2007-09,323
3710,UIUC,2007-10,1474
3711,UIUC,2007-11,590
3712,UIUC,2007-12,442
3713,UIUC,2008-01,802
3714,UIUC,2008-02,417
3715,UIUC,2008-03,499
3716,UIUC,2008-04,582
3717,UIUC,2008-05,733
3718,UIUC,2008-06,539
3719,UIUC,2008-07,527
3720,UIUC,2008-08,445
3721,UIUC,2008-09,574
3722,UIUC,2008-10,427
3723,UIUC,2008-11,358
3724,UIUC,2008-12,236
3725,UIUC,2009-01,270
3726,UIUC,2009-02,583
3727,UIUC,2009-03,945
3728,UIUC,2009-04,617
3729,UIUC,2009-05,543
3730,UIUC,2009-06,310
3731,UIUC,2009-07,466
3732,UIUC,2009-08,611
3733,UIUC,2009-09,623
3734,UIUC,2009-10,673
3735,UIUC,2009-11,583
3736,UIUC,2009-12,568
3737,UIUC,2010-01,500
3738,UIUC,2010-02,580
3739,UIUC,2010-03,570
3740,UIUC,2010-04,481
3741,UIUC,2010-05,630
3742,UIUC,2010-06,403
3743,UIUC,2010-07,247
3744,UIUC,2010-08,259
3745,UIUC,2010-09,87
3746,UIUC,2010-10,131
3747,UIUC,2010-11,108
3748,UIUC,2010-12,147
3749,UIUC,2011-01,177
3750,UIUC,2011-02,311
3751,UIUC,2011-03,586
3752,UIUC,2011-04,219
3753,UIUC,2011-05,54
3754,UIUC,2011-06,211
3755,UIUC,2011-07,267
3756,UIUC,2011-08,122
3757,UIUC,2011-09,223
3758,UIUC,2011-10,463
3759,UIUC,2011-11,560
3760,UIUC,2011-12,806
3761,UIUC,2012-01,794
3762,UIUC,2012-02,396
3763,UIUC,2012-03,527
3764,UIUC,2012-04,408
3765,UIUC,2012-05,490
3766,UIUC,2012-06,669
3767,UIUC,2012-07,1045
3768,UIUC,2012-08,1460
3769,UIUC,2012-09,970
3770,UIUC,2012-10,1325
3771,UIUC,2012-11,950
3772,UIUC,2012-12,956
3773,UIUC,2013-01,1236
3774,UIUC,2013-02,949
3775,UIUC,2013-03,1332
3776,UIUC,2013-04,755
3777,UIUC,2013-05,1360
3778,UIUC,2013-06,647
3779,UIUC,2013-07,1023
3780,UIUC,2013-08,755
3781,UIUC,2013-09,1183
3782,UIUC,2013-10,1020
3783,UIUC,2013-11,1429
3784,UIUC,2013-12,1135
3785,UIUC,2014-01,1204
3786,UIUC,2014-02,387
3787,UIUC,2014-03,372
3788,UIUC,2014-04,388
3789,UIUC,2014-05,370
3790,UIUC,2014-06,539
3791,UIUC,2014-07,541
3792,UIUC,2014-08,406
3793,UIUC,2014-09,366
3794,UIUC,2014-10,164
3795,UIUC,2014-11,50
3796,UIUC,2014-12,30
3797,UIUC,2015-01,234
3798,UIUC,2015-02,444
3799,UIUC,2015-03,547
3800,UIUC,2015-04,465
3801,UIUC,2015-05,334
3802,UIUC,2015-06,369
3803,UIUC,2015-07,293
3804,UIUC,2015-08,204
3805,UIUC,2015-09,219
3806,UIUC,2015-10,215
3807,UIUC,2015-11,235
3808,UIUC,2015-12,344
3809,UIUC,2016-01,332
3810,UIUC,2016-02,486
3811,UIUC,2016-03,506
3812,UIUC,2016-04,350
3813,UIUC,2016-05,769
3814,UIUC,2016-06,777
3815,UIUC,2016-07,699
3816,UIUC,2016-08,525
3817,UIUC,2016-09,501
3818,UIUC,2016-10,440
3819,UIUC,2016-11,345
3820,UIUC,2016-12,401
3821,UIUC,2017-01,700
3822,UIUC,2017-02,375
3823,UIUC,2017-03,500
3824,UIUC,2017-04,307
3825,UIUC,2017-05,635
3826,UIUC,2017-06,776
3827,UIUC,2017-07,1611
3828,UIUC,2017-08,1952
3829,UIUC,2017-09,1502
3830,UIUC,2017-10,1187
3831,UIUC,2017-11,1264
3832,UIUC,2017-12,923
3833,UIUC,2018-01,1066
3834,UIUC,2018-02,406
3835,UIUC,2018-03,455
3836,UIUC,2018-04,627
3837,UIUC,2018-05,372
3838,UIUC,2018-06,587
3839,UIUC,2018-07,1582
3840,UIUC,2018-08,174
3841,UIUC,2018-09,130
3842,UIUC,2018-10,770
3843,UIUC,2018-11,376
3844,UIUC,2018-12,381
3845,UIUC,2019-01,760
3846,UIUC,2019-02,478
3847,UIUC,2019-03,729
3848,UIUC,2019-04,273
3849,UIUC,2019-05,268
3850,UIUC,2019-06,365
3851,UIUC,2019-07,255
3852,UIUC,2019-08,1459
3853,UIUC,2019-09,1143
3854,UIUC,2019-10,587
3855,UIUC,2019-11,134
3856,UIUC,2019-12,263
3857,UIUC,2020-01,299
3858,UIUC,2020-02,355
3859,UIUC,2020-03,162
3860,UIUC,2020-06,298
3861,UIUC,2020-07,882
3862,UIUC,2020-08,58
3863,UIUC,2020-09,62
3864,UIUC,2020-10,94
3865,UIUC,2020-11,75
3866,UIUC,2020-12,40
3867,UIUC,2021-01,49
3868,UIUC,2021-02,408
3869,UIUC,2021-03,212
3870,UIUC,2021-04,143
3871,UIUC,2021-05,131
3872,UIUC,2021-06,253
3873,UIUC,2021-07,294
3874,UIUC,2021-08,235
3875,UIUC,2021-09,221
3876,UIUC,2021-10,208
3877,UIUC,2021-11,290
3878,UIUC,2021-12,299
3879,UIUC,2022-01,221
3880,UIUC,2022-02,227
3881,UIUC,2022-03,492
3882,UIUC,2022-04,477
3883,UIUC,2022-05,629
3884,UIUC,2022-06,475
3885,UIUC,2022-07,517
3886,UIUC,2022-08,493
3887,UIUC,2022-09,428
3888,UIUC,2022-10,436
3889,UIUC,2022-11,193
3890,UIUC,2022-12,37
3891,UIUC,2023-01,468
3892,UIUC,2023-02,348
3893,UIUC,2023-03,581
3894,UIUC,2023-04,131
3895,UIUC,2023-05,592
3896,UIUC,2023-06,131
3898,UNC Chapel Hill,2007-12,21
3899,UNC Chapel Hill,2008-01,65
3900,UNC Chapel Hill,2008-02,177
3901,UNC Chapel Hill,2008-03,171
3902,UNC Chapel Hill,2008-04,151
3903,UNC Chapel Hill,2008-05,147
3904,UNC Chapel Hill,2008-06,88
3905,UNC Chapel Hill,2008-07,260
3906,UNC Chapel Hill,2008-08,129
3907,UNC Chapel Hill,2008-09,377
3908,UNC Chapel Hill,2008-10,455
3909,UNC Chapel Hill,2008-11,125
3910,UNC Chapel Hill,2008-12,135
3911,UNC Chapel Hill,2009-01,253
3912,UNC Chapel Hill,2009-02,395
3913,UNC Chapel Hill,2009-03,269
3914,UNC Chapel Hill,2009-04,372
3915,UNC Chapel Hill,2009-05,248
3916,UNC Chapel Hill,2009-06,187
3917,UNC Chapel Hill,2009-07,196
3918,UNC Chapel Hill,2009-08,186
3919,UNC Chapel Hill,2009-09,328
3920,UNC Chapel Hill,2009-10,193
3921,UNC Chapel Hill,2009-11,179
3922,UNC Chapel Hill,2009-12,297
3923,UNC Chapel Hill,2010-01,270
3924,UNC Chapel Hill,2010-02,201
3925,UNC Chapel Hill,2010-03,467
3926,UNC Chapel Hill,2010-04,192
3927,UNC Chapel Hill,2010-06,248
3928,UNC Chapel Hill,2010-07,446
3929,UNC Chapel Hill,2010-08,291
3930,UNC Chapel Hill,2010-09,464
3931,UNC Chapel Hill,2010-10,335
3932,UNC Chapel Hill,2010-11,440
3933,UNC Chapel Hill,2010-12,270
3934,UNC Chapel Hill,2011-01,515
3935,UNC Chapel Hill,2011-02,289
3936,UNC Chapel Hill,2011-03,368
3937,UNC Chapel Hill,2011-04,409
3938,UNC Chapel Hill,2011-05,503
3939,UNC Chapel Hill,2011-06,606
3940,UNC Chapel Hill,2011-07,905
3941,UNC Chapel Hill,2011-08,706
3942,UNC Chapel Hill,2011-09,716
3943,UNC Chapel Hill,2011-10,858
3944,UNC Chapel Hill,2011-11,439
3945,UNC Chapel Hill,2011-12,375
3946,UNC Chapel Hill,2012-01,874
3947,UNC Chapel Hill,2012-02,646
3948,UNC Chapel Hill,2012-03,821
3949,UNC Chapel Hill,2012-04,958
3950,UNC Chapel Hill,2012-05,1136
3951,UNC Chapel Hill,2012-06,1056
3952,UNC Chapel Hill,2012-07,914
3953,UNC Chapel Hill,2012-08,1158
3954,UNC Chapel Hill,2012-09,681
3955,UNC Chapel Hill,2012-10,518
3956,UNC Chapel Hill,2012-11,431
3957,UNC Chapel Hill,2012-12,183
3958,UNC Chapel Hill,2013-01,485
3959,UNC Chapel Hill,2013-02,565
3960,UNC Chapel Hill,2013-03,495
3961,UNC Chapel Hill,2013-04,875
3962,UNC Chapel Hill,2013-05,435
3963,UNC Chapel Hill,2013-06,883
3964,UNC Chapel Hill,2013-07,454
3965,UNC Chapel Hill,2013-08,437
3966,UNC Chapel Hill,2013-09,724
3967,UNC Chapel Hill,2013-10,363
3968,UNC Chapel Hill,2013-11,367
3969,UNC Chapel Hill,2013-12,609
3970,UNC Chapel Hill,2014-01,392
3971,UNC Chapel Hill,2014-02,324
3972,UNC Chapel Hill,2014-03,684
3973,UNC Chapel Hill,2014-04,967
3974,UNC Chapel Hill,2014-05,431
3975,UNC Chapel Hill,2014-06,606
3976,UNC Chapel Hill,2014-07,821
3977,UNC Chapel Hill,2014-08,938
3978,UNC Chapel Hill,2014-09,734
3979,UNC Chapel Hill,2014-10,906
3980,UNC Chapel Hill,2014-11,347
3981,UNC Chapel Hill,2014-12,621
3982,UNC Chapel Hill,2015-01,405
3983,UNC Chapel Hill,2015-02,553
3984,UNC Chapel Hill,2015-03,618
3985,UNC Chapel Hill,2015-04,357
3986,UNC Chapel Hill,2015-05,382
3987,UNC Chapel Hill,2015-06,158
3988,UNC Chapel Hill,2017-12,2
3989,UNC Chapel Hill,2018-01,59
3990,UNC Chapel Hill,2018-02,63
3991,UNC Chapel Hill,2018-03,133
3992,UNC Chapel Hill,2018-04,105
3993,UNC Chapel Hill,2018-05,70
3994,UNC Chapel Hill,2018-06,63
3995,UNC Chapel Hill,2018-07,170
3996,UNC Chapel Hill,2018-08,579
3997,UNC Chapel Hill,2018-09,520
3998,UNC Chapel Hill,2018-10,356
3999,UNC Chapel Hill,2018-11,256
4000,UNC Chapel Hill,2018-12,180
4001,UNC Chapel Hill,2019-01,365
4002,UNC Chapel Hill,2019-02,273
4003,UNC Chapel Hill,2019-03,280
4004,UNC Chapel Hill,2019-04,306
4005,UNC Chapel Hill,2019-05,468
4006,UNC Chapel Hill,2019-06,383
4007,UNC Chapel Hill,2019-07,410
4008,UNC Chapel Hill,2019-08,409
4009,UNC Chapel Hill,2019-09,206
4010,UNC Chapel Hill,2019-10,492
4011,UNC Chapel Hill,2019-11,386
4012,UNC Chapel Hill,2019-12,186
4013,UNC Chapel Hill,2020-01,277
4014,UNC Chapel Hill,2020-02,472
4015,UNC Chapel Hill,2020-03,367
4016,UNC Chapel Hill,2020-07,76
4017,UNC Chapel Hill,2020-08,149
4018,UNC Chapel Hill,2020-09,252
4019,UNC Chapel Hill,2020-10,347
4020,UNC Chapel Hill,2020-11,208
4021,UNC Chapel Hill,2020-12,228
4022,UNC Chapel Hill,2021-01,425
4023,UNC Chapel Hill,2021-02,212
4024,UNC Chapel Hill,2021-03,434
4025,UNC Chapel Hill,2021-04,209
4026,UNC Chapel Hill,2021-05,226
4027,UNC Chapel Hill,2021-06,162
4028,UNC Chapel Hill,2021-07,88
4029,UNC Chapel Hill,2021-08,261
4030,UNC Chapel Hill,2021-09,291
4031,UNC Chapel Hill,2021-10,120
4032,UNC Chapel Hill,2021-11,177
4033,UNC Chapel Hill,2021-12,97
4034,UNC Chapel Hill,2022-01,199
4035,UNC Chapel Hill,2022-02,226
4036,UNC Chapel Hill,2022-03,366
4037,UNC Chapel Hill,2022-04,521
4038,UNC Chapel Hill,2022-05,173
4039,UNC Chapel Hill,2022-06,79
4040,UNC Chapel Hill,2022-07,55
4041,UNC Chapel Hill,2022-08,102
4042,UNC Chapel Hill,2022-09,192
4043,UNC Chapel Hill,2022-10,71
4044,UNC Chapel Hill,2022-11,183
4045,UNC Chapel Hill,2022-12,172
4046,UNC Chapel Hill,2023-01,338
4047,UNC Chapel Hill,2023-02,78
4048,UNC Chapel Hill,2023-03,735
4049,UNC Chapel Hill,2023-04,674
4050,UNC Chapel Hill,2023-05,943
4051,UNC Chapel Hill,2023-06,15
4053,Universidad Francisco Marroquín,2008-12,26
4054,Universidad Francisco Marroquín,2009-01,1
4055,Universidad Francisco Marroquín,2009-02,21
4056,Universidad Francisco Marroquín,2009-03,67
4057,Universidad Francisco Marroquín,2009-04,32
4058,Universidad Francisco Marroquín,2009-05,33
4059,Universidad Francisco Marroquín,2009-06,24
4060,Universidad Francisco Marroquín,2009-07,76
4061,Universidad Francisco Marroquín,2009-08,11
4062,Universidad Francisco Marroquín,2009-09,4
4063,Universidad Francisco Marroquín,2009-10,5
4064,Universidad Francisco Marroquín,2009-11,4
4065,Universidad Francisco Marroquín,2009-12,8
4066,Universidad Francisco Marroquín,2010-01,1
4067,Universidad Francisco Marroquín,2010-02,4
4068,Universidad Francisco Marroquín,2010-03,8
4069,Universidad Francisco Marroquín,2010-05,2
4070,Universidad Francisco Marroquín,2010-06,4
4071,Universidad Francisco Marroquín,2010-07,1
4072,Universidad Francisco Marroquín,2010-08,4
4073,Universidad Francisco Marroquín,2010-09,4
4074,Universidad Francisco Marroquín,2010-10,2
4075,Universidad Francisco Marroquín,2010-11,23
4076,Universidad Francisco Marroquín,2010-12,11
4077,Universidad Francisco Marroquín,2011-01,10
4078,Universidad Francisco Marroquín,2011-02,22
4079,Universidad Francisco Marroquín,2011-03,23
4080,Universidad Francisco Marroquín,2011-04,2
4081,Universidad Francisco Marroquín,2011-05,47
4082,Universidad Francisco Marroquín,2011-06,133
4083,Universidad Francisco Marroquín,2011-07,109
4084,Universidad Francisco Marroquín,2011-08,11
4085,Universidad Francisco Marroquín,2011-09,13
4086,Universidad Francisco Marroquín,2011-10,6
4087,Universidad Francisco Marroquín,2012-04,4
4088,Universidad Francisco Marroquín,2012-05,33
4089,Universidad Francisco Marroquín,2012-06,36
4090,Universidad Francisco Marroquín,2012-08,2
4091,Universidad Francisco Marroquín,2012-10,26
4092,Universidad Francisco Marroquín,2012-11,22
4093,Universidad Francisco Marroquín,2013-01,2
4094,Universidad Francisco Marroquín,2013-02,5
4095,Universidad Francisco Marroquín,2013-03,8
4096,Universidad Francisco Marroquín,2013-04,1
4097,Universidad Francisco Marroquín,2013-05,5
4098,Universidad Francisco Marroquín,2013-06,11
4099,Universidad Francisco Marroquín,2013-07,37
4100,Universidad Francisco Marroquín,2013-08,39
4101,Universidad Francisco Marroquín,2013-09,70
4102,Universidad Francisco Marroquín,2013-10,103
4103,Universidad Francisco Marroquín,2013-11,55
4104,Universidad Francisco Marroquín,2013-12,167
4105,Universidad Francisco Marroquín,2014-01,30
4106,Universidad Francisco Marroquín,2014-02,9
4107,Universidad Francisco Marroquín,2014-03,6
4108,Universidad Francisco Marroquín,2014-04,16
4109,Universidad Francisco Marroquín,2014-05,99
4110,Universidad Francisco Marroquín,2014-06,11
4111,Universidad Francisco Marroquín,2014-07,10
4112,Universidad Francisco Marroquín,2015-02,1
4113,Universidad Francisco Marroquín,2015-03,79
4114,Universidad Francisco Marroquín,2015-04,242
4115,Universidad Francisco Marroquín,2015-05,82
4116,Universidad Francisco Marroquín,2015-06,17
4117,Universidad Francisco Marroquín,2015-07,14
4118,Universidad Francisco Marroquín,2015-08,1
4119,Universidad Francisco Marroquín,2015-09,6
4120,Universidad Francisco Marroquín,2015-10,14
4121,Universidad Francisco Marroquín,2015-11,5
4122,Universidad Francisco Marroquín,2015-12,5
4123,Universidad Francisco Marroquín,2016-01,3
4124,Universidad Francisco Marroquín,2016-02,8
4125,Universidad Francisco Marroquín,2016-03,15
4126,Universidad Francisco Marroquín,2016-04,7
4127,Universidad Francisco Marroquín,2016-05,17
4128,Universidad Francisco Marroquín,2016-06,17
4129,Universidad Francisco Marroquín,2016-07,16
4130,Universidad Francisco Marroquín,2016-08,17
4131,Universidad Francisco Marroquín,2016-09,19
4132,Universidad Francisco Marroquín,2016-10,45
4133,Universidad Francisco Marroquín,2016-11,49
4134,Universidad Francisco Marroquín,2016-12,13
4135,Universidad Francisco Marroquín,2017-01,14
4136,Universidad Francisco Marroquín,2017-02,18
4137,Universidad Francisco Marroquín,2017-03,14
4138,Universidad Francisco Marroquín,2017-04,1
4139,Universidad Francisco Marroquín,2017-05,3
4140,Universidad Francisco Marroquín,2017-06,25
4141,Universidad Francisco Marroquín,2017-07,19
4142,Universidad Francisco Marroquín,2017-08,20
4143,Universidad Francisco Marroquín,2017-09,10
4144,Universidad Francisco Marroquín,2017-10,17
4145,Universidad Francisco Marroquín,2017-11,3
4146,Universidad Francisco Marroquín,2017-12,8
4147,Universidad Francisco Marroquín,2018-01,12
4148,Universidad Francisco Marroquín,2018-02,13
4149,Universidad Francisco Marroquín,2018-03,47
4150,Universidad Francisco Marroquín,2018-04,61
4151,Universidad Francisco Marroquín,2018-05,61
4152,Universidad Francisco Marroquín,2018-06,81
4153,Universidad Francisco Marroquín,2018-07,42
4154,Universidad Francisco Marroquín,2018-08,55
4155,Universidad Francisco Marroquín,2018-09,17
4156,Universidad Francisco Marroquín,2018-10,18
4157,Universidad Francisco Marroquín,2018-11,22
4158,Universidad Francisco Marroquín,2018-12,6
4159,Universidad Francisco Marroquín,2019-01,29
4160,Universidad Francisco Marroquín,2019-02,10
4161,Universidad Francisco Marroquín,2019-03,9
4162,Universidad Francisco Marroquín,2019-10,1
4163,Universidad Francisco Marroquín,2019-11,2
4164,Universidad Francisco Marroquín,2020-01,6
4165,Universidad Francisco Marroquín,2020-02,8
4166,Universidad Francisco Marroquín,2020-03,5
4167,Universidad Francisco Marroquín,2020-07,30
4168,Universidad Francisco Marroquín,2020-08,19
4169,Universidad Francisco Marroquín,2020-09,12
4170,Universidad Francisco Marroquín,2020-10,19
4171,Universidad Francisco Marroquín,2020-11,20
4172,Universidad Francisco Marroquín,2020-12,7
4173,Universidad Francisco Marroquín,2021-01,7
4174,Universidad Francisco Marroquín,2021-03,3
4175,Universidad Francisco Marroquín,2021-04,23
4176,Universidad Francisco Marroquín,2021-05,30
4177,Universidad Francisco Marroquín,2021-06,6
4178,Universidad Francisco Marroquín,2021-07,69
4179,Universidad Francisco Marroquín,2021-08,15
4180,Universidad Francisco Marroquín,2021-09,49
4181,Universidad Francisco Marroquín,2021-10,46
4182,Universidad Francisco Marroquín,2021-11,14
4183,Universidad Francisco Marroquín,2021-12,1
4184,Universidad Francisco Marroquín,2022-01,38
4185,Universidad Francisco Marroquín,2022-02,4
4186,Universidad Francisco Marroquín,2022-03,26
4187,Universidad Francisco Marroquín,2022-04,40
4188,Universidad Francisco Marroquín,2022-05,75
4189,Universidad Francisco Marroquín,2022-06,73
4190,Universidad Francisco Marroquín,2022-07,34
4191,Universidad Francisco Marroquín,2022-08,65
4192,Universidad Francisco Marroquín,2022-09,63
4193,Universidad Francisco Marroquín,2022-10,67
4194,Universidad Francisco Marroquín,2022-11,29
4195,Universidad Francisco Marroquín,2022-12,27
4196,Universidad Francisco Marroquín,2023-01,43
4197,Universidad Francisco Marroquín,2023-02,50
4198,Universidad Francisco Marroquín,2023-03,19
4199,Universidad Francisco Marroquín,2023-04,50
4200,Universidad Francisco Marroquín,2023-05,60
4202,University of Alberta,2008-06,5
4203,University of Alberta,2008-07,13
4204,University of Alberta,2008-08,475
4205,University of Alberta,2008-09,123
4206,University of Alberta,2008-10,67
4207,University of Alberta,2008-11,250
4208,University of Alberta,2008-12,532
4209,University of Alberta,2009-01,637
4210,University of Alberta,2009-02,1154
4211,University of Alberta,2009-03,2236
4212,University of Alberta,2009-04,1109
4213,University of Alberta,2009-05,1829
4214,University of Alberta,2009-06,1696
4215,University of Alberta,2009-07,1720
4216,University of Alberta,2009-08,1147
4217,University of Alberta,2009-09,2002
4218,University of Alberta,2009-10,1891
4219,University of Alberta,2009-11,2968
4220,University of Alberta,2009-12,1463
4221,University of Alberta,2010-01,1437
4222,University of Alberta,2010-02,1102
4223,University of Alberta,2010-03,232
4224,University of Alberta,2010-04,112
4225,University of Alberta,2010-05,1164
4226,University of Alberta,2010-06,1534
4227,University of Alberta,2010-07,1198
4228,University of Alberta,2010-08,1064
4229,University of Alberta,2010-09,1127
4230,University of Alberta,2010-10,994
4231,University of Alberta,2010-11,1530
4232,University of Alberta,2010-12,1018
4233,University of Alberta,2011-01,1163
4234,University of Alberta,2011-02,1446
4235,University of Alberta,2011-03,1523
4236,University of Alberta,2011-04,1182
4237,University of Alberta,2011-05,945
4238,University of Alberta,2011-06,95
4239,University of Alberta,2011-07,1224
4240,University of Alberta,2011-08,632
4241,University of Alberta,2011-09,1191
4242,University of Alberta,2011-10,855
4243,University of Alberta,2011-11,1214
4244,University of Alberta,2011-12,902
4245,University of Alberta,2012-01,516
4246,University of Alberta,2012-02,1136
4247,University of Alberta,2012-03,2302
4248,University of Alberta,2012-04,1835
4249,University of Alberta,2012-05,1539
4250,University of Alberta,2012-06,2457
4251,University of Alberta,2012-07,1967
4252,University of Alberta,2012-08,1771
4253,University of Alberta,2012-09,1288
4254,University of Alberta,2012-10,1546
4255,University of Alberta,2012-11,1855
4256,University of Alberta,2012-12,1395
4257,University of Alberta,2013-01,2070
4258,University of Alberta,2013-02,1746
4259,University of Alberta,2013-03,797
4260,University of Alberta,2013-04,935
4261,University of Alberta,2013-05,1570
4262,University of Alberta,2013-06,253
4263,University of Alberta,2013-07,905
4264,University of Alberta,2013-08,1107
4265,University of Alberta,2013-09,1754
4266,University of Alberta,2013-11,15
4267,University of Alberta,2013-12,209
4268,University of Alberta,2014-01,104
4269,University of Alberta,2014-02,62
4270,University of Alberta,2014-03,194
4271,University of Alberta,2014-04,183
4272,University of Alberta,2014-05,104
4273,University of Alberta,2014-06,74
4274,University of Alberta,2014-07,286
4275,University of Alberta,2014-08,287
4276,University of Alberta,2014-09,91
4277,University of Alberta,2014-10,123
4278,University of Alberta,2014-11,9
4279,University of Alberta,2015-02,358
4280,University of Alberta,2015-03,482
4281,University of Alberta,2015-04,620
4282,University of Alberta,2015-05,430
4283,University of Alberta,2015-06,649
4284,University of Alberta,2015-07,190
4285,University of Alberta,2015-08,513
4286,University of Alberta,2015-09,107
